metric,panel,scenario,scheme,baseline,geomean_us,baseline_geomean_us,speedup,seed_values_us
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,ecmp,ecmp,179.5091191385049,179.5091191385049,1.0,13:176.624000000;29:178.253000000;47:183.727000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,ecmp,ecmp,352.51365501830554,352.51365501830554,1.0,13:346.902000000;29:349.497000000;47:361.308000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,ecmp,ecmp,696.9174888417106,696.9174888417106,1.0,13:684.205000000;29:693.546000000;47:713.317000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,ecmp,ecmp,175.9381951477572,175.9381951477572,1.0,13:173.546500000;29:175.978500000;47:178.322000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,ecmp,ecmp,341.0510271236401,341.0510271236401,1.0,13:334.017000000;29:340.289000000;47:349.013000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,ecmp,ecmp,677.8465626930642,677.8465626930642,1.0,13:665.034500000;29:674.328500000;47:694.510000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,ops,ecmp,123.6041327467965,179.5091191385049,1.4522905921457332,13:119.155000000;29:120.466000000;47:131.559500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,ops,ecmp,237.99881415083732,352.51365501830554,1.481157190955127,13:227.790000000;29:230.865000000;47:256.349000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,ops,ecmp,464.1500367926873,696.9174888417106,1.501491831515224,13:441.439500000;29:455.130000000;47:497.701000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,ops,ecmp,122.86140668830404,175.9381951477572,1.4320053781746735,13:120.178000000;29:124.193500000;47:124.257500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,ops,ecmp,237.12266821062082,341.0510271236401,1.4382894292531594,13:226.262000000;29:240.749000000;47:244.761500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,ops,ecmp,459.7300307276762,677.8465626930642,1.4744448206268923,13:441.458500000;29:460.668000000;47:477.783000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,reps,ecmp,106.99811542026819,179.5091191385049,1.6776848679383494,13:107.173000000;29:105.675500000;47:108.160500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,reps,ecmp,201.0353873542814,352.51365501830554,1.7534905653056816,13:200.867000000;29:198.142500000;47:204.141500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,reps,ecmp,382.2653476189343,696.9174888417106,1.8231249397380402,13:381.332500000;29:376.649500000;47:388.914000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,reps,ecmp,105.29587459568342,175.9381951477572,1.670893525727643,13:104.707000000;29:105.976000000;47:105.208500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,reps,ecmp,197.9306768327615,341.0510271236401,1.7230832157048903,13:196.467000000;29:199.066000000;47:198.268000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,reps,ecmp,375.0792399683057,677.8465626930642,1.80720895869988,13:372.118000000;29:377.221500000;47:375.917000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,mrc,ecmp,96.2303730693401,179.5091191385049,1.865410196520356,13:96.190400000;29:96.169300000;47:96.331500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,mrc,ecmp,182.73765241997506,352.51365501830554,1.9290696271403576,13:182.697500000;29:182.676500000;47:182.839000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,mrc,ecmp,355.7529927287499,696.9174888417106,1.9589926243377733,13:355.713000000;29:355.692000000;47:355.854000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,mrc,ecmp,95.74951666029303,175.9381951477572,1.8374838984510313,13:95.749950000;29:95.750600000;47:95.748000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,mrc,ecmp,182.2571666646853,341.0510271236401,1.871262641491086,13:182.257500000;29:182.258000000;47:182.256000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,mrc,ecmp,355.2721666656501,677.8465626930642,1.9079641646427987,13:355.272500000;29:355.273000000;47:355.271000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,sglb,ecmp,101.27400801921256,179.5091191385049,1.7725092810037741,13:100.655500000;29:100.600500000;47:102.578500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,sglb,ecmp,191.5458680762102,352.51365501830554,1.8403615727072284,13:190.096500000;29:190.469000000;47:194.097500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,sglb,ecmp,371.9444767389261,696.9174888417106,1.8737137729588826,13:365.500500000;29:371.255000000;47:379.205000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,sglb,ecmp,100.47515583419555,175.9381951477572,1.7510616797458969,13:100.534500000;29:100.470500000;47:100.420500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,sglb,ecmp,189.23797530916804,341.0510271236401,1.8022335451774258,13:189.268000000;29:189.338500000;47:189.107500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,sglb,ecmp,363.131979223731,677.8465626930642,1.8666672214936844,13:363.095000000;29:363.297500000;47:363.003500000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_4mib,n-mrc,ecmp,96.25315051672024,179.5091191385049,1.8649687638777306,13:96.207650000;29:96.220150000;47:96.331700000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_8mib,n-mrc,ecmp,182.76065820853475,352.51365501830554,1.928826797154988,13:182.715500000;29:182.727500000;47:182.839000000
p50_fct_us,healthy_speedup,healthy_p2p_permutation_16mib,n-mrc,ecmp,355.7756623214624,696.9174888417106,1.9588677997091557,13:355.730500000;29:355.742500000;47:355.854000000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_4mib,n-mrc,ecmp,95.82811113401972,175.9381951477572,1.835976865929248,13:95.862400000;29:95.837600000;47:95.784350000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_8mib,n-mrc,ecmp,182.33549705976233,341.0510271236401,1.870458756650424,13:182.370000000;29:182.345000000;47:182.291500000
p50_fct_us,healthy_speedup,healthy_p2p_tornado_16mib,n-mrc,ecmp,355.3504984913578,677.8465626930642,1.9075435818181343,13:355.385000000;29:355.360000000;47:355.306500000
