plot_key,scenario,cohort,workload,parameter,scheme,baseline,absolute_p99_fct_us,speedup,seed_values_us
asymmetric:websearch:40:sglb,asymmetric_p2p_websearch_40pct,asymmetric,websearch,40,sglb,mrc,1220.21599896,1.00632589794,13:1304.02950565;29:1211.55722289;47:1149.94957166
asymmetric:websearch:60:mrc,asymmetric_p2p_websearch_60pct,asymmetric,websearch,60,mrc,mrc,2057.89254087,1,13:2305.13141265;29:1948.91999635;47:1939.89569126
asymmetric:websearch:60:n-mrc,asymmetric_p2p_websearch_60pct,asymmetric,websearch,60,n-mrc,mrc,2013.45020743,1.02207272535,13:2251.56118748;29:1929.90571999;47:1878.46382082
asymmetric:websearch:60:ops,asymmetric_p2p_websearch_60pct,asymmetric,websearch,60,ops,mrc,2442.08712118,0.842677774688,13:2602.4370563;29:2353.93793232;47:2377.43262557
asymmetric:websearch:60:reps,asymmetric_p2p_websearch_60pct,asymmetric,websearch,60,reps,mrc,2025.01208267,1.01623716642,13:2263.89707584;29:1925.83330231;47:1904.61625127
asymmetric:websearch:60:sglb,asymmetric_p2p_websearch_60pct,asymmetric,websearch,60,sglb,mrc,2008.91429715,1.02438045455,13:2250.40949314;29:1894.19506561;47:1901.9450993
asymmetric:websearch:80:mrc,asymmetric_p2p_websearch_80pct,asymmetric,websearch,80,mrc,mrc,3899.75392273,1,13:4359.61203357;29:3691.34152641;47:3685.35679174
asymmetric:websearch:80:n-mrc,asymmetric_p2p_websearch_80pct,asymmetric,websearch,80,n-mrc,mrc,4061.31332768,0.960219911168,13:4696.81644;29:3803.33584748;47:3749.99962818
asymmetric:websearch:80:ops,asymmetric_p2p_websearch_80pct,asymmetric,websearch,80,ops,mrc,5024.54929737,0.776140045988,13:5310.26539415;29:4659.65096825;47:5126.50896399
asymmetric:websearch:80:reps,asymmetric_p2p_websearch_80pct,asymmetric,websearch,80,reps,mrc,3826.84752205,1.0190512949,13:4154.90129928;29:3661.54443889;47:3683.82044961
asymmetric:websearch:80:sglb,asymmetric_p2p_websearch_80pct,asymmetric,websearch,80,sglb,mrc,3833.82504449,1.01719663195,13:4228.96201324;29:3605.40289831;47:3695.80699104
healthy:permutation:16:ecmp,healthy_p2p_permutation_16mib,healthy,permutation,16,ecmp,ecmp,1440.33259167,1,13:1356.871;29:1331.4701;47:1653.9348
healthy:permutation:16:mrc,healthy_p2p_permutation_16mib,healthy,permutation,16,mrc,ecmp,356.237427622,4.04318154127,13:356.26069;29:356.17959;47:356.27201
healthy:permutation:16:n-mrc,healthy_p2p_permutation_16mib,healthy,permutation,16,n-mrc,ecmp,356.253808844,4.04299562817,13:356.20223;29:356.33255;47:356.22666
healthy:permutation:16:ops,healthy_p2p_permutation_16mib,healthy,permutation,16,ops,ecmp,742.4522541,1.93996662239,13:752.93018;29:720.40004;47:754.53112
healthy:permutation:16:reps,healthy_p2p_permutation_16mib,healthy,permutation,16,reps,ecmp,459.42086535,3.13510486855,13:463.51949;29:459.26721;47:455.51083
healthy:permutation:16:sglb,healthy_p2p_permutation_16mib,healthy,permutation,16,sglb,ecmp,392.158899689,3.67282903133,13:393.78858;29:392.10299;47:390.59165
healthy:permutation:4:ecmp,healthy_p2p_permutation_4mib,healthy,permutation,4,ecmp,ecmp,380.889805203,1,13:349.40845;29:360.37252;47:438.84684
healthy:permutation:4:mrc,healthy_p2p_permutation_4mib,healthy,permutation,4,mrc,ecmp,96.7150391924,3.93826863313,13:96.73849;29:96.657036;47:96.749618
healthy:permutation:4:n-mrc,healthy_p2p_permutation_4mib,healthy,permutation,4,n-mrc,ecmp,96.7311787049,3.93761153645,13:96.679503;29:96.810169;47:96.703914
healthy:permutation:4:ops,healthy_p2p_permutation_4mib,healthy,permutation,4,ops,ecmp,201.254006618,1.89258247129,13:204.27745;29:200.31725;47:199.20252
healthy:permutation:4:reps,healthy_p2p_permutation_4mib,healthy,permutation,4,reps,ecmp,125.675146651,3.03074884218,13:127.92464;29:125.4119;47:123.72437
healthy:permutation:4:sglb,healthy_p2p_permutation_4mib,healthy,permutation,4,sglb,ecmp,103.945734277,3.66431396009,13:104.09273;29:103.86006;47:103.88457
healthy:permutation:8:ecmp,healthy_p2p_permutation_8mib,healthy,permutation,8,ecmp,ecmp,723.938437765,1,13:676.32658;29:671.78822;47:835.0569
healthy:permutation:8:mrc,healthy_p2p_permutation_8mib,healthy,permutation,8,mrc,ecmp,183.222425376,3.95114537032,13:183.24569;29:183.16459;47:183.25701
healthy:permutation:8:n-mrc,healthy_p2p_permutation_8mib,healthy,permutation,8,n-mrc,ecmp,183.238804605,3.95079218797,13:183.18723;29:183.31755;47:183.21166
healthy:permutation:8:ops,healthy_p2p_permutation_8mib,healthy,permutation,8,ops,ecmp,389.181606433,1.86015583933,13:397.68745;29:388.53181;47:381.49465
healthy:permutation:8:reps,healthy_p2p_permutation_8mib,healthy,permutation,8,reps,ecmp,238.915065278,3.0301079462,13:240.97486;29:238.12083;47:237.66295
healthy:permutation:8:sglb,healthy_p2p_permutation_8mib,healthy,permutation,8,sglb,ecmp,198.716782215,3.64306642698,13:199.69141;29:198.5801;47:197.88302
healthy:tornado:16:ecmp,healthy_p2p_tornado_16mib,healthy,tornado,16,ecmp,ecmp,1357.29080125,1,13:1349.4471;29:1352.1008;47:1370.4203
healthy:tornado:16:mrc,healthy_p2p_tornado_16mib,healthy,tornado,16,mrc,ecmp,355.667102716,3.81618314116,13:355.70459;29:355.70459;47:355.59214
healthy:tornado:16:n-mrc,healthy_p2p_tornado_16mib,healthy,tornado,16,n-mrc,ecmp,355.67092817,3.81614209582,13:355.68799;29:355.73514;47:355.58967
healthy:tornado:16:ops,healthy_p2p_tornado_16mib,healthy,tornado,16,ops,ecmp,721.381747671,1.88151530813,13:682.78655;29:731.0639;47:752.06461
healthy:tornado:16:reps,healthy_p2p_tornado_16mib,healthy,tornado,16,reps,ecmp,427.760904925,3.17301274058,13:417.70207;29:437.45093;47:428.35841
healthy:tornado:16:sglb,healthy_p2p_tornado_16mib,healthy,tornado,16,sglb,ecmp,366.881966455,3.69952989068,13:367.49475;29:366.78929;47:366.36275
healthy:tornado:4:ecmp,healthy_p2p_tornado_4mib,healthy,tornado,4,ecmp,ecmp,345.446273025,1,13:337.10193;29:346.85018;47:352.56433
healthy:tornado:4:mrc,healthy_p2p_tornado_4mib,healthy,tornado,4,mrc,ecmp,96.144286754,3.59299844731,13:96.181736;29:96.181736;47:96.069432
healthy:tornado:4:n-mrc,healthy_p2p_tornado_4mib,healthy,tornado,4,n-mrc,ecmp,96.1482052788,3.59285201449,13:96.165252;29:96.212359;47:96.067062
healthy:tornado:4:ops,healthy_p2p_tornado_4mib,healthy,tornado,4,ops,ecmp,198.225802466,1.74269075332,13:183.09713;29:200.19433;47:212.49428
healthy:tornado:4:reps,healthy_p2p_tornado_4mib,healthy,tornado,4,reps,ecmp,120.370824788,2.86985051098,13:118.96944;29:122.60877;47:119.56574
healthy:tornado:4:sglb,healthy_p2p_tornado_4mib,healthy,tornado,4,sglb,ecmp,101.486485345,3.40386477914,13:101.57686;29:101.49032;47:101.39236
healthy:tornado:8:ecmp,healthy_p2p_tornado_8mib,healthy,tornado,8,ecmp,ecmp,681.114182476,1,13:678.69946;29:678.95417;47:685.71209
healthy:tornado:8:mrc,healthy_p2p_tornado_8mib,healthy,tornado,8,mrc,ecmp,182.65191901,3.72902834072,13:182.68932;29:182.68932;47:182.57714
healthy:tornado:8:n-mrc,healthy_p2p_tornado_8mib,healthy,tornado,8,n-mrc,ecmp,182.65592328,3.7289465912,13:182.67299;29:182.72014;47:182.57467
healthy:tornado:8:ops,healthy_p2p_tornado_8mib,healthy,tornado,8,ops,ecmp,379.386012447,1.79530652193,13:351.57196;29:367.87113;47:422.21534
healthy:tornado:8:reps,healthy_p2p_tornado_8mib,healthy,tornado,8,reps,ecmp,225.453815708,3.02108074923,13:221.27866;29:229.15445;47:225.99818
healthy:tornado:8:sglb,healthy_p2p_tornado_8mib,healthy,tornado,8,sglb,ecmp,190.774545814,3.57025713032,13:191.21601;29:190.51552;47:190.59288
healthy:websearch:100:ecmp,healthy_p2p_websearch_100pct,healthy,websearch,100,ecmp,ecmp,7468.73477744,1,13:8023.86507539;29:7305.65977298;47:7107.19206594
healthy:websearch:100:mrc,healthy_p2p_websearch_100pct,healthy,websearch,100,mrc,ecmp,6642.01646576,1.12446797082,13:7196.341404;29:6349.33797152;47:6412.97637609
healthy:websearch:100:n-mrc,healthy_p2p_websearch_100pct,healthy,websearch,100,n-mrc,ecmp,8029.4712705,0.930165203389,13:8800.19759507;29:7760.8100636;47:7579.86319209
healthy:websearch:100:ops,healthy_p2p_websearch_100pct,healthy,websearch,100,ops,ecmp,6887.54827228,1.08438220426,13:7412.70246267;29:6658.04061985;47:6620.19768791
healthy:websearch:100:reps,healthy_p2p_websearch_100pct,healthy,websearch,100,reps,ecmp,6629.06955013,1.12666411492,13:7167.8963651;29:6376.499334;47:6373.5836537
healthy:websearch:100:sglb,healthy_p2p_websearch_100pct,healthy,websearch,100,sglb,ecmp,6647.01701657,1.12362203359,13:7224.60864171;29:6352.45381951;47:6399.18298394
healthy:websearch:40:ecmp,healthy_p2p_websearch_40pct,healthy,websearch,40,ecmp,ecmp,1750.5869263,1,13:1839.05246777;29:1722.07842664;47:1693.96329744
healthy:websearch:40:mrc,healthy_p2p_websearch_40pct,healthy,websearch,40,mrc,ecmp,1221.46094954,1.43319107087,13:1320.05560925;29:1201.42196224;47:1149.08185677
healthy:websearch:40:n-mrc,healthy_p2p_websearch_40pct,healthy,websearch,40,n-mrc,ecmp,1215.48261485,1.44024020164,13:1310.99692336;29:1207.15877084;47:1134.69773447
healthy:websearch:40:ops,healthy_p2p_websearch_40pct,healthy,websearch,40,ops,ecmp,1257.47143552,1.39214846306,13:1337.1045471;29:1254.30025446;47:1185.57084113
healthy:websearch:40:reps,healthy_p2p_websearch_40pct,healthy,websearch,40,reps,ecmp,1222.3382983,1.43216237988,13:1315.57524799;29:1205.57726891;47:1151.49886243
healthy:websearch:40:sglb,healthy_p2p_websearch_40pct,healthy,websearch,40,sglb,ecmp,1220.33615809,1.43451205202,13:1313.53365396;29:1207.76703966;47:1145.55002894
healthy:websearch:60:ecmp,healthy_p2p_websearch_60pct,healthy,websearch,60,ecmp,ecmp,3012.50884215,1,13:3339.9519796;29:2914.13390809;47:2808.8934403
healthy:websearch:60:mrc,healthy_p2p_websearch_60pct,healthy,websearch,60,mrc,ecmp,1993.91614783,1.51085031606,13:2228.14380576;29:1876.56223434;47:1895.89587926
healthy:websearch:60:n-mrc,healthy_p2p_websearch_60pct,healthy,websearch,60,n-mrc,ecmp,2016.27816781,1.49409386574,13:2242.56757049;29:1918.43212975;47:1905.28244493
healthy:websearch:60:ops,healthy_p2p_websearch_60pct,healthy,websearch,60,ops,ecmp,2153.38298185,1.39896565894,13:2392.3716222;29:2083.78200349;47:2003.00901677
healthy:websearch:60:reps,healthy_p2p_websearch_60pct,healthy,websearch,60,reps,ecmp,2047.81596084,1.47108377889,13:2271.71906954;29:1949.77251135;47:1938.80532521
healthy:websearch:60:sglb,healthy_p2p_websearch_60pct,healthy,websearch,60,sglb,ecmp,2014.1498116,1.49567267777,13:2242.61891442;29:1919.41157202;47:1898.24262241
healthy:websearch:80:ecmp,healthy_p2p_websearch_80pct,healthy,websearch,80,ecmp,ecmp,5033.4468739,1,13:5396.57757586;29:4952.25547826;47:4771.72055163
healthy:websearch:80:mrc,healthy_p2p_websearch_80pct,healthy,websearch,80,mrc,ecmp,3827.68920415,1.31500929293,13:4274.93741426;29:3595.15456372;47:3648.90598961
healthy:websearch:80:n-mrc,healthy_p2p_websearch_80pct,healthy,websearch,80,n-mrc,ecmp,3994.87765509,1.2599752254,13:4533.00206369;29:3763.54324867;47:3737.03893213
healthy:websearch:80:ops,healthy_p2p_websearch_80pct,healthy,websearch,80,ops,ecmp,4138.39189293,1.21628086564,13:4572.16629793;29:4016.27923198;47:3859.65890857
healthy:websearch:80:reps,healthy_p2p_websearch_80pct,healthy,websearch,80,reps,ecmp,3804.22201707,1.32312121935,13:4143.80410872;29:3610.94106127;47:3679.40799502
healthy:websearch:80:sglb,healthy_p2p_websearch_80pct,healthy,websearch,80,sglb,ecmp,3840.1651539,1.31073708348,13:4265.5646185;29:3611.67279451;47:3675.90927618
