figure,panel,scenario,column_key,column_label,family,traffic,size_mib,websearch_load_pct,parallel,degraded,periodic_background,scheme,metric,geomean_us,baseline_us,ratio,seed_count,baseline_schemes
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,reps,ecmp_background_max_fct_us,180.49047385754878,180.49047385754878,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,mrc,ecmp_background_max_fct_us,249.10408676419507,180.49047385754878,1.380150882427176,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,sglb,ecmp_background_max_fct_us,195.94978656663457,180.49047385754878,1.0856516822116993,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,n-mrc,ecmp_background_max_fct_us,199.51033190181795,180.49047385754878,1.1053787362721452,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,ops,main_max_fct_us,453.9788809268007,211.54472033701552,2.146018488211661,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,reps,main_max_fct_us,264.82587746723215,211.54472033701552,1.2518671089750362,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,mrc,main_max_fct_us,221.63983098653532,211.54472033701552,1.0477209293308625,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,sglb,main_max_fct_us,211.54472033701552,211.54472033701552,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,n-mrc,main_max_fct_us,201.46674706189592,211.54472033701552,0.9523600813148907,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,ops,ecmp_background_max_fct_us,516.3582784951344,344.7937555254899,1.4975859342584905,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,reps,ecmp_background_max_fct_us,344.7937555254899,344.7937555254899,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,mrc,ecmp_background_max_fct_us,473.76030070448667,344.7937555254899,1.3740396776688797,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,sglb,ecmp_background_max_fct_us,398.02937363651154,344.7937555254899,1.154398440394858,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_8mib,permutation_8mib,"Permutation
8 MiB",mixed_deployment,permutation,8,0,0,0,0,n-mrc,ecmp_background_max_fct_us,394.50705653964206,344.7937555254899,1.1441827185599274,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,ops,main_max_fct_us,823.3530956924379,403.30146403059206,2.0415326229264155,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,reps,main_max_fct_us,490.98448005464707,403.30146403059206,1.2174130863492325,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,mrc,main_max_fct_us,418.7789384211819,403.30146403059206,1.038376935793657,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,sglb,main_max_fct_us,403.30146403059206,403.30146403059206,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,n-mrc,main_max_fct_us,448.1139976941852,403.30146403059206,1.1111142350333594,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,ops,ecmp_background_max_fct_us,943.608847832737,643.6794754493621,1.465960751931681,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,reps,ecmp_background_max_fct_us,643.6794754493621,643.6794754493621,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,mrc,ecmp_background_max_fct_us,906.1806292921135,643.6794754493621,1.40781345973397,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,sglb,ecmp_background_max_fct_us,791.31801263557,643.6794754493621,1.2293665447125515,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_16mib,permutation_16mib,"Permutation
16 MiB",mixed_deployment,permutation,16,0,0,0,0,n-mrc,ecmp_background_max_fct_us,777.8950181946101,643.6794754493621,1.2085130066506315,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,ops,main_max_fct_us,208.03981286473126,103.01605673376568,2.0194891889755455,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,reps,main_max_fct_us,129.67062492763088,103.01605673376568,1.2587418800425565,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,mrc,main_max_fct_us,106.89290080090309,103.01605673376568,1.0376333960943265,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,sglb,main_max_fct_us,103.01605673376568,103.01605673376568,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,n-mrc,main_max_fct_us,100.05518551710384,103.01605673376568,0.9712581580916662,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,ops,ecmp_background_max_fct_us,291.3367696422772,142.24407993396852,2.0481468879233455,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,reps,ecmp_background_max_fct_us,163.89689598691373,142.24407993396852,1.1522229681755243,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,mrc,ecmp_background_max_fct_us,226.72388951334133,142.24407993396852,1.5939073852394376,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,sglb,ecmp_background_max_fct_us,142.24407993396852,142.24407993396852,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_4mib,tornado_4mib,"Tornado
4 MiB",mixed_deployment,tornado,4,0,0,0,0,n-mrc,ecmp_background_max_fct_us,145.48646693464244,142.24407993396852,1.0227945303746846,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,ops,main_max_fct_us,391.32121572275844,193.29023450815595,2.0245265712388925,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,reps,main_max_fct_us,249.73053509949523,193.29023450815595,1.2919976828366762,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,mrc,main_max_fct_us,202.27114849585786,193.29023450815595,1.0464633612275065,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,sglb,main_max_fct_us,193.29023450815595,193.29023450815595,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,n-mrc,main_max_fct_us,186.711059204036,193.29023450815595,0.9659621950334881,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,ops,ecmp_background_max_fct_us,523.432942087014,301.8038137974832,1.7343483354330593,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,reps,ecmp_background_max_fct_us,310.34024347141167,301.8038137974832,1.0282846978191489,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,mrc,ecmp_background_max_fct_us,447.5706643557503,301.8038137974832,1.4829854491371,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,sglb,ecmp_background_max_fct_us,301.8038137974832,301.8038137974832,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_8mib,tornado_8mib,"Tornado
8 MiB",mixed_deployment,tornado,8,0,0,0,0,n-mrc,ecmp_background_max_fct_us,308.60126909584085,301.8038137974832,1.0225227614350787,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,ops,main_max_fct_us,769.8827942890115,367.8256574960156,2.093064414075984,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,reps,main_max_fct_us,480.6690067392444,367.8256574960156,1.306784877410166,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,mrc,main_max_fct_us,382.6336711466655,367.8256574960156,1.0402582401441376,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,sglb,main_max_fct_us,367.8256574960156,367.8256574960156,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,n-mrc,main_max_fct_us,359.7958201229406,367.8256574960156,0.9781694473742306,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,ops,ecmp_background_max_fct_us,934.6233636951413,584.9565374851003,1.5977654813695412,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,reps,ecmp_background_max_fct_us,584.9565374851003,584.9565374851003,1.0,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,mrc,ecmp_background_max_fct_us,816.5238037062055,584.9565374851003,1.3958708919070821,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,sglb,ecmp_background_max_fct_us,613.8588278946866,584.9565374851003,1.0494092954903038,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_tornado_16mib,tornado_16mib,"Tornado
16 MiB",mixed_deployment,tornado,16,0,0,0,0,n-mrc,ecmp_background_max_fct_us,613.1243780617733,584.9565374851003,1.048153732408522,3,ops;reps;mrc;sglb
