figure,panel,scenario,column_key,column_label,family,traffic,size_mib,websearch_load_pct,parallel,degraded,periodic_background,scheme,metric,geomean_us,baseline_us,ratio,seed_count,baseline_schemes
p2p,Asymmetric,asymmetric_p2p_websearch_100pct,websearch_100pct,"WebSearch
100%",asymmetric_p2p,websearch,0,100,0,1,0,n-mrc,p99_fct_us,8066.7172484888015,6606.897367874086,1.220953921232841,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p4,64mib_healthy_p4,"64 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,64,0,4,0,0,ops,all_to_all_cct_us,2996.68170913146,2254.894504859701,1.3289675870303799,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p4,64mib_healthy_p4,"64 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,64,0,4,0,0,reps,all_to_all_cct_us,2455.5978633222926,2254.894504859701,1.0890078706697985,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p4,64mib_healthy_p4,"64 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,64,0,4,0,0,mrc,all_to_all_cct_us,2254.894504859701,2254.894504859701,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p4,64mib_healthy_p4,"64 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,64,0,4,0,0,sglb,all_to_all_cct_us,2332.818602041864,2254.894504859701,1.0345577573648002,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p4,64mib_healthy_p4,"64 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,64,0,4,0,0,n-mrc,all_to_all_cct_us,2306.478252885482,2254.894504859701,1.022876346505173,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p8,64mib_healthy_p8,"64 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,64,0,8,0,0,ops,all_to_all_cct_us,1913.5749149494343,1710.5250715701525,1.1187061486289092,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p8,64mib_healthy_p8,"64 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,64,0,8,0,0,reps,all_to_all_cct_us,1777.680228226614,1710.5250715701525,1.039259966294921,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p8,64mib_healthy_p8,"64 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,64,0,8,0,0,mrc,all_to_all_cct_us,1710.5250715701525,1710.5250715701525,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p8,64mib_healthy_p8,"64 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,64,0,8,0,0,sglb,all_to_all_cct_us,1854.5094968321328,1710.5250715701525,1.0841755713816061,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p8,64mib_healthy_p8,"64 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,64,0,8,0,0,n-mrc,all_to_all_cct_us,1842.9663393393485,1710.5250715701525,1.0774272590156329,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p16,64mib_healthy_p16,"64 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,64,0,16,0,0,ops,all_to_all_cct_us,1812.9330420301546,1734.9530240216973,1.0449464722841293,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p16,64mib_healthy_p16,"64 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,64,0,16,0,0,reps,all_to_all_cct_us,1807.220790565482,1734.9530240216973,1.0416540191827586,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p16,64mib_healthy_p16,"64 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,64,0,16,0,0,mrc,all_to_all_cct_us,1734.9530240216973,1734.9530240216973,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p16,64mib_healthy_p16,"64 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,64,0,16,0,0,sglb,all_to_all_cct_us,1922.6172205883904,1734.9530240216973,1.1081667307231635,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_64mib_p16,64mib_healthy_p16,"64 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,64,0,16,0,0,n-mrc,all_to_all_cct_us,1798.7329306119186,1734.9530240216973,1.036761748420356,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p4,64mib_degraded_bg_p4,"64 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,64,0,4,1,1,ops,all_to_all_cct_us,2611.4696161848233,2377.656503021989,1.0983376332391408,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p4,64mib_degraded_bg_p4,"64 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,64,0,4,1,1,reps,all_to_all_cct_us,2377.656503021989,2377.656503021989,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p4,64mib_degraded_bg_p4,"64 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,64,0,4,1,1,mrc,all_to_all_cct_us,3037.560992731515,2377.656503021989,1.2775440812711132,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p4,64mib_degraded_bg_p4,"64 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,64,0,4,1,1,sglb,all_to_all_cct_us,2455.454208623707,2377.656503021989,1.0327203300825152,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p4,64mib_degraded_bg_p4,"64 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,64,0,4,1,1,n-mrc,all_to_all_cct_us,2564.800805983046,2377.656503021989,1.0787095624297276,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p8,64mib_degraded_bg_p8,"64 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,64,0,8,1,1,ops,all_to_all_cct_us,2339.558875504619,2000.0080507789658,1.1697747289534184,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p8,64mib_degraded_bg_p8,"64 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,64,0,8,1,1,reps,all_to_all_cct_us,2095.146642568481,2000.0080507789658,1.047569104410585,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p8,64mib_degraded_bg_p8,"64 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,64,0,8,1,1,mrc,all_to_all_cct_us,2027.677610856193,2000.0080507789658,1.0138347243484598,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p8,64mib_degraded_bg_p8,"64 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,64,0,8,1,1,sglb,all_to_all_cct_us,2000.0080507789658,2000.0080507789658,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p8,64mib_degraded_bg_p8,"64 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,64,0,8,1,1,n-mrc,all_to_all_cct_us,2119.3041856384775,2000.0080507789658,1.059647827324019,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p16,64mib_degraded_bg_p16,"64 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,64,0,16,1,1,ops,all_to_all_cct_us,2157.199096907581,1953.119227022409,1.1044892022266855,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p16,64mib_degraded_bg_p16,"64 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,64,0,16,1,1,reps,all_to_all_cct_us,1993.414139815377,1953.119227022409,1.020631056330544,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p16,64mib_degraded_bg_p16,"64 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,64,0,16,1,1,mrc,all_to_all_cct_us,2004.494352184249,1953.119227022409,1.0263041418317114,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p16,64mib_degraded_bg_p16,"64 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,64,0,16,1,1,sglb,all_to_all_cct_us,1953.119227022409,1953.119227022409,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_64mib_p16,64mib_degraded_bg_p16,"64 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,64,0,16,1,1,n-mrc,all_to_all_cct_us,1989.2390572911902,1953.119227022409,1.0184934077597747,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p4,256mib_healthy_p4,"256 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,256,0,4,0,0,ops,all_to_all_cct_us,11984.930649944547,9081.084635251847,1.3197686324186721,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p4,256mib_healthy_p4,"256 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,256,0,4,0,0,reps,all_to_all_cct_us,10734.966336795898,9081.084635251847,1.1821238065686395,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p4,256mib_healthy_p4,"256 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,256,0,4,0,0,mrc,all_to_all_cct_us,9081.084635251847,9081.084635251847,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p4,256mib_healthy_p4,"256 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,256,0,4,0,0,sglb,all_to_all_cct_us,10236.264242999152,9081.084635251847,1.1272072284474715,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p4,256mib_healthy_p4,"256 MiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,256,0,4,0,0,n-mrc,all_to_all_cct_us,10562.9382253492,9081.084635251847,1.1631802421865938,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p8,256mib_healthy_p8,"256 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,256,0,8,0,0,ops,all_to_all_cct_us,8855.767530677995,8424.365047020337,1.0512089019468882,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p8,256mib_healthy_p8,"256 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,256,0,8,0,0,reps,all_to_all_cct_us,8686.686000412396,8424.365047020337,1.0311383649601984,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p8,256mib_healthy_p8,"256 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,256,0,8,0,0,mrc,all_to_all_cct_us,8424.365047020337,8424.365047020337,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p8,256mib_healthy_p8,"256 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,256,0,8,0,0,sglb,all_to_all_cct_us,8451.941765022626,8424.365047020337,1.0032734476543181,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p8,256mib_healthy_p8,"256 MiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,256,0,8,0,0,n-mrc,all_to_all_cct_us,8638.684926522063,8424.365047020337,1.025440478695487,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p16,256mib_healthy_p16,"256 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,256,0,16,0,0,ops,all_to_all_cct_us,7695.130906748964,6842.448396393257,1.1246165788850035,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p16,256mib_healthy_p16,"256 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,256,0,16,0,0,reps,all_to_all_cct_us,7721.784171215191,6842.448396393257,1.1285118606499749,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p16,256mib_healthy_p16,"256 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,256,0,16,0,0,mrc,all_to_all_cct_us,6842.448396393257,6842.448396393257,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p16,256mib_healthy_p16,"256 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,256,0,16,0,0,sglb,all_to_all_cct_us,7486.722270370134,6842.448396393257,1.094158382592477,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_256mib_p16,256mib_healthy_p16,"256 MiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,256,0,16,0,0,n-mrc,all_to_all_cct_us,6980.918795404335,6842.448396393257,1.0202369665051574,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p4,256mib_degraded_bg_p4,"256 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,256,0,4,1,1,ops,all_to_all_cct_us,11823.69525164999,10544.762105216862,1.1212861071375329,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p4,256mib_degraded_bg_p4,"256 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,256,0,4,1,1,reps,all_to_all_cct_us,10544.762105216862,10544.762105216862,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p4,256mib_degraded_bg_p4,"256 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,256,0,4,1,1,mrc,all_to_all_cct_us,11006.007582375449,10544.762105216862,1.04374166743225,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p4,256mib_degraded_bg_p4,"256 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,256,0,4,1,1,sglb,all_to_all_cct_us,10876.251203702039,10544.762105216862,1.031436375252238,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p4,256mib_degraded_bg_p4,"256 MiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,256,0,4,1,1,n-mrc,all_to_all_cct_us,11255.757568125622,10544.762105216862,1.0674264109341078,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p8,256mib_degraded_bg_p8,"256 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,256,0,8,1,1,ops,all_to_all_cct_us,10222.73184133151,9003.669126888055,1.1353962142836762,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p8,256mib_degraded_bg_p8,"256 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,256,0,8,1,1,reps,all_to_all_cct_us,9003.669126888055,9003.669126888055,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p8,256mib_degraded_bg_p8,"256 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,256,0,8,1,1,mrc,all_to_all_cct_us,9280.525561942115,9003.669126888055,1.030749290222946,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p8,256mib_degraded_bg_p8,"256 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,256,0,8,1,1,sglb,all_to_all_cct_us,9022.462598768861,9003.669126888055,1.0020873125851195,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p8,256mib_degraded_bg_p8,"256 MiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,256,0,8,1,1,n-mrc,all_to_all_cct_us,9801.78526286326,9003.669126888055,1.0886434324415317,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p16,256mib_degraded_bg_p16,"256 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,256,0,16,1,1,ops,all_to_all_cct_us,9126.714715402222,7631.897439981213,1.1958644343921752,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p16,256mib_degraded_bg_p16,"256 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,256,0,16,1,1,reps,all_to_all_cct_us,7888.047079862817,7631.897439981213,1.033563034867281,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p16,256mib_degraded_bg_p16,"256 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,256,0,16,1,1,mrc,all_to_all_cct_us,7845.713017055971,7631.897439981213,1.0280160443397264,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p16,256mib_degraded_bg_p16,"256 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,256,0,16,1,1,sglb,all_to_all_cct_us,7631.897439981213,7631.897439981213,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_256mib_p16,256mib_degraded_bg_p16,"256 MiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,256,0,16,1,1,n-mrc,all_to_all_cct_us,7691.999620535441,7631.897439981213,1.0078751294847557,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p4,1024mib_healthy_p4,"1 GiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,1024,0,4,0,0,ops,all_to_all_cct_us,37922.03136282506,33583.37146726884,1.12919071868007,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p4,1024mib_healthy_p4,"1 GiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,1024,0,4,0,0,reps,all_to_all_cct_us,37872.58880607735,33583.37146726884,1.1277184854114153,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p4,1024mib_healthy_p4,"1 GiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,1024,0,4,0,0,mrc,all_to_all_cct_us,33583.37146726884,33583.37146726884,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p4,1024mib_healthy_p4,"1 GiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,1024,0,4,0,0,sglb,all_to_all_cct_us,40964.41311958836,33583.37146726884,1.21978262842113,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p4,1024mib_healthy_p4,"1 GiB
Healthy · bg off
P=4",healthy_alltoall,alltoall,1024,0,4,0,0,n-mrc,all_to_all_cct_us,37483.51001305735,33583.37146726884,1.116133025821713,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p8,1024mib_healthy_p8,"1 GiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,1024,0,8,0,0,ops,all_to_all_cct_us,29016.61294469026,28099.13775164412,1.0326513646488122,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p8,1024mib_healthy_p8,"1 GiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,1024,0,8,0,0,reps,all_to_all_cct_us,28940.2646419734,28099.13775164412,1.0299342598254662,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p8,1024mib_healthy_p8,"1 GiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,1024,0,8,0,0,mrc,all_to_all_cct_us,28099.13775164412,28099.13775164412,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p8,1024mib_healthy_p8,"1 GiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,1024,0,8,0,0,sglb,all_to_all_cct_us,29909.0341071588,28099.13775164412,1.0644110994263083,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p8,1024mib_healthy_p8,"1 GiB
Healthy · bg off
P=8",healthy_alltoall,alltoall,1024,0,8,0,0,n-mrc,all_to_all_cct_us,30160.370703163673,28099.13775164412,1.0733557367396067,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p16,1024mib_healthy_p16,"1 GiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,1024,0,16,0,0,ops,all_to_all_cct_us,24120.025425145228,23445.322697435113,1.0287777112909573,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p16,1024mib_healthy_p16,"1 GiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,1024,0,16,0,0,reps,all_to_all_cct_us,23445.322697435113,23445.322697435113,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p16,1024mib_healthy_p16,"1 GiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,1024,0,16,0,0,mrc,all_to_all_cct_us,24189.99710639432,23445.322697435113,1.031762173571647,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p16,1024mib_healthy_p16,"1 GiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,1024,0,16,0,0,sglb,all_to_all_cct_us,25007.962928506528,23445.322697435113,1.0666504040587321,3,ops;reps;mrc;sglb
alltoall,All-to-All,healthy_alltoall_1024mib_p16,1024mib_healthy_p16,"1 GiB
Healthy · bg off
P=16",healthy_alltoall,alltoall,1024,0,16,0,0,n-mrc,all_to_all_cct_us,28074.09442238927,23445.322697435113,1.1974283649105217,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p4,1024mib_degraded_bg_p4,"1 GiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,1024,0,4,1,1,ops,all_to_all_cct_us,47168.61860851939,35679.02411057711,1.3220265908151947,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p4,1024mib_degraded_bg_p4,"1 GiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,1024,0,4,1,1,reps,all_to_all_cct_us,35679.02411057711,35679.02411057711,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p4,1024mib_degraded_bg_p4,"1 GiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,1024,0,4,1,1,mrc,all_to_all_cct_us,41637.893345738834,35679.02411057711,1.1670132349106264,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p4,1024mib_degraded_bg_p4,"1 GiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,1024,0,4,1,1,sglb,all_to_all_cct_us,39996.49183765444,35679.02411057711,1.1210085711340239,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p4,1024mib_degraded_bg_p4,"1 GiB
3% half-rate · bg on
P=4",asymmetric_alltoall_background,alltoall,1024,0,4,1,1,n-mrc,all_to_all_cct_us,37808.71310217673,35679.02411057711,1.0596902254108531,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p8,1024mib_degraded_bg_p8,"1 GiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,1024,0,8,1,1,ops,all_to_all_cct_us,43107.75699504807,30284.763887957917,1.4234140029795292,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p8,1024mib_degraded_bg_p8,"1 GiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,1024,0,8,1,1,reps,all_to_all_cct_us,30415.20100928138,30284.763887957917,1.0043070212403185,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p8,1024mib_degraded_bg_p8,"1 GiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,1024,0,8,1,1,mrc,all_to_all_cct_us,33797.20386804135,30284.763887957917,1.115980431383851,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p8,1024mib_degraded_bg_p8,"1 GiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,1024,0,8,1,1,sglb,all_to_all_cct_us,30284.763887957917,30284.763887957917,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p8,1024mib_degraded_bg_p8,"1 GiB
3% half-rate · bg on
P=8",asymmetric_alltoall_background,alltoall,1024,0,8,1,1,n-mrc,all_to_all_cct_us,31191.367461663405,30284.763887957917,1.0299359630822804,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p16,1024mib_degraded_bg_p16,"1 GiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,1024,0,16,1,1,ops,all_to_all_cct_us,38081.91965405476,26491.410104663097,1.4375195394884421,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p16,1024mib_degraded_bg_p16,"1 GiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,1024,0,16,1,1,reps,all_to_all_cct_us,26534.08134934259,26491.410104663097,1.001610757770572,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p16,1024mib_degraded_bg_p16,"1 GiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,1024,0,16,1,1,mrc,all_to_all_cct_us,29333.290803640604,26491.410104663097,1.107275554141879,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p16,1024mib_degraded_bg_p16,"1 GiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,1024,0,16,1,1,sglb,all_to_all_cct_us,26491.410104663097,26491.410104663097,1.0,3,ops;reps;mrc;sglb
alltoall,All-to-All,asymmetric_alltoall_background_1024mib_p16,1024mib_degraded_bg_p16,"1 GiB
3% half-rate · bg on
P=16",asymmetric_alltoall_background,alltoall,1024,0,16,1,1,n-mrc,all_to_all_cct_us,29659.010705265162,26491.410104663097,1.119570856669668,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,ops,main_max_fct_us,225.12949001574935,112.05301301997181,2.0091337479307523,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,reps,main_max_fct_us,142.5452939986881,112.05301301997181,1.2721237042798794,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,mrc,main_max_fct_us,116.2438506236081,112.05301301997181,1.0374004900956062,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,sglb,main_max_fct_us,112.05301301997181,112.05301301997181,1.0,3,ops;reps;mrc;sglb
mixed,Tested traffic (bg=0),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,n-mrc,main_max_fct_us,106.98207874813444,112.05301301997181,0.9547452216127954,3,ops;reps;mrc;sglb
mixed,ECMP traffic (bg=1),mixed_deployment_permutation_4mib,permutation_4mib,"Permutation
4 MiB",mixed_deployment,permutation,4,0,0,0,0,ops,ecmp_background_max_fct_us,272.8148200564017,180.49047385754878,1.5115192188576083,3,ops;reps;mrc;sglb
