cohort,flows,healthy_mrc_fct_us_p50,healthy_mrc_fct_us_p95,healthy_mrc_fct_us_p99,healthy_mrc_fct_us_gmean,healthy_rr_fct_us_p50,healthy_rr_fct_us_p95,healthy_rr_fct_us_p99,healthy_rr_fct_us_gmean,healthy_sglb_fct_us_p50,healthy_sglb_fct_us_p95,healthy_sglb_fct_us_p99,healthy_sglb_fct_us_gmean,fixed_hotspot_mrc_fct_us_p50,fixed_hotspot_mrc_fct_us_p95,fixed_hotspot_mrc_fct_us_p99,fixed_hotspot_mrc_fct_us_gmean,fixed_hotspot_rr_fct_us_p50,fixed_hotspot_rr_fct_us_p95,fixed_hotspot_rr_fct_us_p99,fixed_hotspot_rr_fct_us_gmean,fixed_hotspot_sglb_fct_us_p50,fixed_hotspot_sglb_fct_us_p95,fixed_hotspot_sglb_fct_us_p99,fixed_hotspot_sglb_fct_us_gmean,ecmp_mixed_mrc_fct_us_p50,ecmp_mixed_mrc_fct_us_p95,ecmp_mixed_mrc_fct_us_p99,ecmp_mixed_mrc_fct_us_gmean,ecmp_mixed_rr_fct_us_p50,ecmp_mixed_rr_fct_us_p95,ecmp_mixed_rr_fct_us_p99,ecmp_mixed_rr_fct_us_gmean,ecmp_mixed_sglb_fct_us_p50,ecmp_mixed_sglb_fct_us_p95,ecmp_mixed_sglb_fct_us_p99,ecmp_mixed_sglb_fct_us_gmean,slow_uplink_mrc_fct_us_p50,slow_uplink_mrc_fct_us_p95,slow_uplink_mrc_fct_us_p99,slow_uplink_mrc_fct_us_gmean,slow_uplink_rr_fct_us_p50,slow_uplink_rr_fct_us_p95,slow_uplink_rr_fct_us_p99,slow_uplink_rr_fct_us_gmean,slow_uplink_sglb_fct_us_p50,slow_uplink_sglb_fct_us_p95,slow_uplink_sglb_fct_us_p99,slow_uplink_sglb_fct_us_gmean,fixed_mrc_sglb_ratio_gmean,fixed_rr_sglb_ratio_gmean,fixed_mrc_rr_ratio_gmean,mrc_degradation_gmean,rr_degradation_gmean,sglb_degradation_gmean,mrc_actionable_fraction,mrc_coverage_mean,mrc_full_sweep_fraction
short,16700,10.993012541311828,41.76305071097965,59.85533824906825,13.375711811824846,11.00849858339356,41.705951344443186,59.85344228455914,13.378718560306954,10.915449285774372,41.63320104504913,59.905525334231555,13.30024657766607,16.68430183489872,54.255444197886135,75.79893014598895,18.156699032891186,15.605765149103092,48.690091641749916,74.694089593763,17.049000853211858,11.09827551420625,41.62512725180168,60.08314123161996,13.424507828191553,13.052437049259169,45.27872109866689,65.06126617043103,15.011307197139761,13.126299200243238,45.098207522731215,64.72643672918569,15.027704593376516,13.971160798007304,48.53116504827795,68.26311772068433,15.66426452049199,17.70326239117918,38.103552364797736,51.15715793704986,16.78713728739591,21.13339767747999,31.601828598071585,43.18625561220276,17.32130790322448,11.511541327152372,42.09342638142508,60.924638417366246,13.785526057761654,1.3525038880577853,1.2699907565630557,1.0649714425623327,1.3574379657940976,1.2743373572259913,1.0093427779552768,0.0,0.16369854041916168,0.0
long,737,262.1804135192947,739.1304637907754,980.770594052518,265.6127370385326,265.1791415211537,730.4944859708087,989.4632865195578,265.7224161928876,260.7264882569358,732.9638214784464,983.1084865195579,265.09528631309007,2068.9184216575236,2436.963366281048,2556.241417581818,1449.6362228464054,4812.223237810211,5427.524350428685,5542.5009216681365,3511.9303268570798,263.6865340974349,733.4072987930193,972.2273518122681,266.8987818655555,292.8363188905432,803.2215260399568,1034.113252974792,296.6172852611748,293.13978399134066,803.4714382056873,1037.4362715413702,296.507199658949,311.6774328799846,849.198173947176,1087.5455389263673,313.38672975683403,371.49401358729335,880.5421337762763,1071.6729075216174,340.78630382946704,770.9696211626695,1294.8481630906974,1420.3939151508891,722.0622157038044,261.14748825693584,732.0724859708088,969.6969940525181,266.616461186082,5.431408164225493,13.158285333149774,0.4127747671303428,5.457705978294696,13.216537683097695,1.0068031973617784,1.0,1.0,1.0
