all_flows_completed,command,completed,config_ok,degraded,diagnostics_json,ecmp_background_completed,ecmp_background_max_fct_us,ecmp_background_mean_fct_us,ecmp_background_p99_fct_us,expected_flows,family,fingerprint,kind,main_completed,main_max_fct_us,main_mean_fct_us,main_p99_fct_us,max_fct_us,mean_fct_us,mixed_deployment,mixed_labels_ok,nodes,p50_fct_us,p95_fct_us,p999_fct_us,p99_fct_us,parallel,paths,periodic_background,primary_metric,primary_us,returncode,runtime_s,scenario,scheme,seed,size_mib,stdout_gz,traffic,traffic_bytes,traffic_sha256,unique_completed,websearch_load_pct
1,/home/user/.config/superpowers/worktrees/csg-htsim/final-512-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/raw/asymmetric_alltoall_background_1024mib_p16/mrc/seed_13/logout.dat -tm /home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/traffic/n128_asymmetric_alltoall_background_1024mib_p16_seed13.cm -nodes 128 -conns 16256 -tiers 2 -lb mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 100000 -paths 8 -seed 13 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -sglb_background -sglb_bg_links_per_direction 2 -sglb_bg_rate_gbps 350 -sglb_bg_on_us 1000 -sglb_bg_off_us 1000 -mrc_cooldown_mode one_cycle -mrc_all_cooling_fallback earliest,16256,1,1,"{""BoundedRecoveryDiag.acked_revival_rejected"": 28363, ""BoundedRecoveryDiag.attempt_wraps"": 0, ""BoundedRecoveryDiag.duplicate_confirmations_suppressed"": 57208506, ""BoundedRecoveryDiag.duplicate_failure_nacks"": 24171, ""BoundedRecoveryDiag.exact_trim_recoveries"": 1276394, ""BoundedRecoveryDiag.inflight_final"": 0, ""BoundedRecoveryDiag.recovery_inflight_final_bytes"": 0, ""BoundedRecoveryDiag.recovery_inflight_max_bytes"": 4096, ""BoundedRecoveryDiag.sack_loss_recoveries"": 695045, ""BoundedRecoveryDiag.stale_attempt_nacks"": 7336, ""BoundedRecoveryDiag.unique_acks"": 33292288, ""MrcCooldownDiag.mrc_cooldown_reference_pkts"": 86, ""MrcCooldownDiag.mrc_cwnd_scaled_rotations"": 11, ""MrcCooldownDiag.mrc_cwnd_scaled_skip_selections"": 88, ""MrcDiag.active_avg"": 7.02523, ""MrcDiag.active_final"": 109452, ""MrcDiag.active_max"": 8, ""MrcDiag.active_physical_avg"": 7.02523, ""MrcDiag.active_physical_final"": 109452, ""MrcDiag.active_physical_max"": 8, ""MrcDiag.backup_avg"": 0, ""MrcDiag.backup_max"": 0, ""MrcDiag.backup_remaining_final"": 0, ""MrcDiag.backup_replacement_diff_physical"": 0, ""MrcDiag.backup_replacement_events"": 0, ""MrcDiag.cooling_avg"": 0.974721, ""MrcDiag.cooling_final"": 20595, ""MrcDiag.cooling_max"": 8, ""MrcDiag.cooling_physical_avg"": 0.974721, ""MrcDiag.cooling_physical_final"": 20595, ""MrcDiag.cooling_physical_max"": 8, ""MrcDiag.cooling_skip_selection_avg"": 7.99995, ""MrcDiag.cooling_skip_selection_events"": 3235519, ""MrcDiag.cooling_skip_selection_sum"": 25883977, ""MrcDiag.cwnd_scaled_duplicate_feedback_ignored"": 0, ""MrcDiag.cwnd_scaled_feedback_events"": 0, ""MrcDiag.cycle_cooling_events"": 3235519, ""MrcDiag.cycle_cooling_expiries"": 2251032, ""MrcDiag.ecn_cooldown_events"": 1923107, ""MrcDiag.ecn_cooling_events"": 1923107, ""MrcDiag.ecn_physical_hist"": 0, ""MrcDiag.failed_avg"": 1.11814e-05, ""MrcDiag.failed_final"": 0, ""MrcDiag.failed_max"": 1, ""MrcDiag.failed_physical_avg"": 1.11814e-05, ""MrcDiag.failed_physical_final"": 0, ""MrcDiag.failed_physical_max"": 1, ""MrcDiag.failure_backup_promotions"": 0, ""MrcDiag.feedback_cumulative_mismatch_events"": 1980271, ""MrcDiag.feedback_exact_ev_events"": 3235522, ""MrcDiag.feedback_physical_fallback_events"": 0, ""MrcDiag.feedback_sequence_fallback_events"": 0, ""MrcDiag.forced_cooling_earliest_use"": 28884, ""MrcDiag.forced_cooling_round_robin_use"": 0, ""MrcDiag.forced_cooling_use"": 28884, ""MrcDiag.loss_fail_events"": 0, ""MrcDiag.nack_loss_fail_events"": 0, ""MrcDiag.nack_ooo_ignored_for_failure"": 718894, ""MrcDiag.nack_ooo_ignored_for_state"": 718894, ""MrcDiag.nack_physical_hist"": 0, ""MrcDiag.nack_unknown_ignored_for_failure"": 0, ""MrcDiag.ooo_nack_physical_hist"": 0, ""MrcDiag.probe_events"": 6, ""MrcDiag.probe_fail_events"": 0, ""MrcDiag.probe_success_events"": 5, ""MrcDiag.probing_final"": 1, ""MrcDiag.probing_physical_final"": 1, ""MrcDiag.retx_different_physical"": 1907962, ""MrcDiag.retx_different_physical_new_ev"": 1907962, ""MrcDiag.retx_fallback_events"": 24511, ""MrcDiag.retx_original_physical"": 46454, ""MrcDiag.retx_same_physical_new_ev"": 0, ""MrcDiag.retx_unknown_original"": 0, ""MrcDiag.rto_fail_events"": 6, ""MrcDiag.state_samples"": 73156988, ""MrcDiag.trim_cooling_events"": 1312415, ""MrcDiag.trim_events"": 1312415, ""MrcDiag.trim_physical_hist"": 0, ""MrcDiag.unused_final"": 0, ""MrcDiag.unused_physical_final"": 0, ""MrcEvModelDiag.mrc_active_evs"": 8, ""MrcEvModelDiag.mrc_alias_ratio"": 1, ""MrcEvModelDiag.mrc_backup_evs"": 0, ""MrcEvModelDiag.mrc_effective_physical_paths"": 8, ""MrcEvModelDiag.mrc_logical_evs"": 8, ""MrcEvModelDiag.mrc_path_bits"": 3, ""NetawareDiag.all_good_feedbacks"": 0, ""NetawareDiag.feedback_packets_sum"": 0, ""NetawareDiag.feedback_zero_bits"": 0, ""NetawareDiag.feedbacks"": 0, ""NetawareDiag.packet_feedbacks"": 0, ""NetawareDiag.sample_zero_bits"": 0, ""NetawareDiag.samples"": 0, ""NetawareDiag.time_feedbacks"": 0, ""PathSelectDiag.ev_hist_top"": 1, ""PathSelectDiag.first128"": 7, ""PathSelectDiag.physical_mod_hist"": 0, ""PathSelectDiag.selected_total"": 35246704, ""PathSelectDiag.topology_path_combo"": 8, ""PathSelectDiag.unique_evs"": 8, ""PathSelectDiag.unique_physical_mods"": 8, ""QueueCvDiag.spine_queue_avg"": 7577.19, ""QueueCvDiag.spine_queue_count"": 128, ""QueueCvDiag.spine_queue_cv"": 0.906425, ""QueueCvDiag.spine_queue_p95_fraction"": 0.11, ""QueueCvDiag.spine_queue_p99_fraction"": 0.39, ""QueueCvDiag.spine_queue_peak_bytes"": 358208, ""QueueDiag.composite_drops"": 0, ""QueueDiag.composite_ecn_marks"": 5520736, ""QueueDiag.composite_trims"": 1601715, ""QueueDiag.lossless_ecn_marks"": 0, ""QueueDiag.lossless_overflows"": 0, ""QueueDiag.lossy_drops"": 0, ""QueueDiag.lossy_ecn_marks"": 0, ""RepsLikeDiag.buffer_occupancy_samples"": 0, ""RepsLikeDiag.cache_hit_ratio"": 0, ""RepsLikeDiag.cached_sends"": 0, ""RepsLikeDiag.clean_ack_cached"": 0, ""RepsLikeDiag.ecn_ack_discarded"": 0, ""RepsLikeDiag.random_sends"": 0, ""RoceDiag.acks"": 33923317, ""RoceDiag.duplicate_acks"": 636306, ""RoceDiag.duplicate_inflate_suppressed"": 0, ""RoceDiag.ecn_echo_acks"": 1923107, ""RoceDiag.feedback_acks"": 0, ""RoceDiag.feedback_messages_total"": 0, ""RoceDiag.feedback_nacks"": 0, ""RoceDiag.feedback_zero_bits"": 0, ""RoceDiag.nacks"": 2031309, ""RoceDiag.nacks_loss"": 0, ""RoceDiag.nacks_ooo"": 718894, ""RoceDiag.nacks_trim"": 1312415, ""RoceDiag.netaware_bitmap_fallbacks"": 0, ""RoceDiag.netaware_ev_skips"": 0, ""RoceDiag.rtos"": 6, ""RoceDiag.stor_selected_avoid"": 0, ""RoceDiag.stor_selected_bad"": 0, ""RoceDiag.stor_selected_degraded"": 0, ""RoceDiag.stor_selected_good"": 0, ""SglbRouteDiag.all_same_quality_calls"": 0, ""SglbRouteDiag.all_zero_quality_calls"": 0, ""SglbRouteDiag.avg_available_choices"": 0, ""SglbRouteDiag.avg_best_quality_choices"": 0, ""SglbRouteDiag.avg_candidate_choices"": 0, ""SglbRouteDiag.avg_distinct_qualities"": 0, ""SglbRouteDiag.avg_score_spread"": 0, ""SglbRouteDiag.observed_avoid"": 0, ""SglbRouteDiag.observed_bad"": 0, ""SglbRouteDiag.observed_degraded"": 0, ""SglbRouteDiag.observed_good"": 0, ""SglbRouteDiag.remote_snapshot_missing"": 0, ""SglbRouteDiag.remote_snapshot_used"": 0, ""SglbRouteDiag.route_calls"": 0, ""SglbRouteDiag.selected_avoid"": 0, ""SglbRouteDiag.selected_bad"": 0, ""SglbRouteDiag.selected_degraded"": 0, ""SglbRouteDiag.selected_good"": 0, ""SglbRouteDiag.selected_nonbest_quality"": 0, ""StorDiag.stor_avoid_entries"": 0, ""StorDiag.stor_avoid_exits"": 0, ""StorDiag.stor_clean_signals"": 0, ""StorDiag.stor_ecn_signals"": 0, ""StorDiag.stor_min_score"": 255, ""StorDiag.stor_trim_signals"": 0}",0,0.0,0.0,0.0,16256,asymmetric_alltoall_background,528315ea863dbe003d068d0b21c3411e8ce3f44fd3d6e5118a841397d155cb58,all_to_all,16256,31364.8,13806.42225098425,27653.800000000003,31364.8,13806.42225098425,0,1,128,13662.45,24661.6,30905.93600000001,27653.800000000003,16,8,1,all_to_all_cct_us,31364.8,0,742.93,asymmetric_alltoall_background_1024mib_p16,mrc,13,1024,/home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/raw/asymmetric_alltoall_background_1024mib_p16/mrc/seed_13/stdout.log.gz,alltoall,986054,feb5a67655a1402473f645723d7b8bfb5e6430c81c1984e76674eb6ae8602697,16256,0
1,/home/user/.config/superpowers/worktrees/csg-htsim/final-512-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/raw/asymmetric_alltoall_background_1024mib_p16/mrc/seed_29/logout.dat -tm /home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/traffic/n128_asymmetric_alltoall_background_1024mib_p16_seed29.cm -nodes 128 -conns 16256 -tiers 2 -lb mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 100000 -paths 8 -seed 29 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -sglb_background -sglb_bg_links_per_direction 2 -sglb_bg_rate_gbps 350 -sglb_bg_on_us 1000 -sglb_bg_off_us 1000 -mrc_cooldown_mode one_cycle -mrc_all_cooling_fallback earliest,16256,1,1,"{""BoundedRecoveryDiag.acked_revival_rejected"": 28066, ""BoundedRecoveryDiag.attempt_wraps"": 0, ""BoundedRecoveryDiag.duplicate_confirmations_suppressed"": 57275741, ""BoundedRecoveryDiag.duplicate_failure_nacks"": 23835, ""BoundedRecoveryDiag.exact_trim_recoveries"": 1230968, ""BoundedRecoveryDiag.inflight_final"": 0, ""BoundedRecoveryDiag.recovery_inflight_final_bytes"": 0, ""BoundedRecoveryDiag.recovery_inflight_max_bytes"": 4096, ""BoundedRecoveryDiag.sack_loss_recoveries"": 702053, ""BoundedRecoveryDiag.stale_attempt_nacks"": 8108, ""BoundedRecoveryDiag.unique_acks"": 33292288, ""MrcCooldownDiag.mrc_cooldown_reference_pkts"": 86, ""MrcCooldownDiag.mrc_cwnd_scaled_rotations"": 11, ""MrcCooldownDiag.mrc_cwnd_scaled_skip_selections"": 88, ""MrcDiag.active_avg"": 7.03997, ""MrcDiag.active_final"": 110180, ""MrcDiag.active_max"": 8, ""MrcDiag.active_physical_avg"": 7.03997, ""MrcDiag.active_physical_final"": 110180, ""MrcDiag.active_physical_max"": 8, ""MrcDiag.backup_avg"": 0, ""MrcDiag.backup_max"": 0, ""MrcDiag.backup_remaining_final"": 0, ""MrcDiag.backup_replacement_diff_physical"": 0, ""MrcDiag.backup_replacement_events"": 0, ""MrcDiag.cooling_avg"": 0.959946, ""MrcDiag.cooling_final"": 19866, ""MrcDiag.cooling_max"": 8, ""MrcDiag.cooling_physical_avg"": 0.959946, ""MrcDiag.cooling_physical_final"": 19866, ""MrcDiag.cooling_physical_max"": 8, ""MrcDiag.cooling_skip_selection_avg"": 7.99982, ""MrcDiag.cooling_skip_selection_events"": 3208336, ""MrcDiag.cooling_skip_selection_sum"": 25666100, ""MrcDiag.cwnd_scaled_duplicate_feedback_ignored"": 0, ""MrcDiag.cwnd_scaled_feedback_events"": 0, ""MrcDiag.cycle_cooling_events"": 3208336, ""MrcDiag.cycle_cooling_expiries"": 2176571, ""MrcDiag.ecn_cooldown_events"": 1940853, ""MrcDiag.ecn_cooling_events"": 1940853, ""MrcDiag.ecn_physical_hist"": 0, ""MrcDiag.failed_avg"": 4.27786e-05, ""MrcDiag.failed_final"": 1, ""MrcDiag.failed_max"": 1, ""MrcDiag.failed_physical_avg"": 4.27786e-05, ""MrcDiag.failed_physical_final"": 1, ""MrcDiag.failed_physical_max"": 1, ""MrcDiag.failure_backup_promotions"": 0, ""MrcDiag.feedback_cumulative_mismatch_events"": 1963638, ""MrcDiag.feedback_exact_ev_events"": 3208339, ""MrcDiag.feedback_physical_fallback_events"": 0, ""MrcDiag.feedback_sequence_fallback_events"": 0, ""MrcDiag.forced_cooling_earliest_use"": 30325, ""MrcDiag.forced_cooling_round_robin_use"": 0, ""MrcDiag.forced_cooling_use"": 30325, ""MrcDiag.loss_fail_events"": 0, ""MrcDiag.nack_loss_fail_events"": 0, ""MrcDiag.nack_ooo_ignored_for_failure"": 725544, ""MrcDiag.nack_ooo_ignored_for_state"": 725544, ""MrcDiag.nack_physical_hist"": 0, ""MrcDiag.nack_unknown_ignored_for_failure"": 0, ""MrcDiag.ooo_nack_physical_hist"": 0, ""MrcDiag.probe_events"": 9, ""MrcDiag.probe_fail_events"": 2, ""MrcDiag.probe_success_events"": 6, ""MrcDiag.probing_final"": 1, ""MrcDiag.probing_physical_final"": 1, ""MrcDiag.retx_different_physical"": 1866694, ""MrcDiag.retx_different_physical_new_ev"": 1866694, ""MrcDiag.retx_fallback_events"": 25676, ""MrcDiag.retx_original_physical"": 48076, ""MrcDiag.retx_same_physical_new_ev"": 0, ""MrcDiag.retx_unknown_original"": 0, ""MrcDiag.rto_fail_events"": 10, ""MrcDiag.state_samples"": 73097368, ""MrcDiag.trim_cooling_events"": 1267486, ""MrcDiag.trim_events"": 1267486, ""MrcDiag.trim_physical_hist"": 0, ""MrcDiag.unused_final"": 0, ""MrcDiag.unused_physical_final"": 0, ""MrcEvModelDiag.mrc_active_evs"": 8, ""MrcEvModelDiag.mrc_alias_ratio"": 1, ""MrcEvModelDiag.mrc_backup_evs"": 0, ""MrcEvModelDiag.mrc_effective_physical_paths"": 8, ""MrcEvModelDiag.mrc_logical_evs"": 8, ""MrcEvModelDiag.mrc_path_bits"": 3, ""NetawareDiag.all_good_feedbacks"": 0, ""NetawareDiag.feedback_packets_sum"": 0, ""NetawareDiag.feedback_zero_bits"": 0, ""NetawareDiag.feedbacks"": 0, ""NetawareDiag.packet_feedbacks"": 0, ""NetawareDiag.sample_zero_bits"": 0, ""NetawareDiag.samples"": 0, ""NetawareDiag.time_feedbacks"": 0, ""PathSelectDiag.ev_hist_top"": 1, ""PathSelectDiag.first128"": 5, ""PathSelectDiag.physical_mod_hist"": 0, ""PathSelectDiag.selected_total"": 35207058, ""PathSelectDiag.topology_path_combo"": 8, ""PathSelectDiag.unique_evs"": 8, ""PathSelectDiag.unique_physical_mods"": 8, ""QueueCvDiag.spine_queue_avg"": 7628.5, ""QueueCvDiag.spine_queue_count"": 128, ""QueueCvDiag.spine_queue_cv"": 0.893316, ""QueueCvDiag.spine_queue_p95_fraction"": 0.11, ""QueueCvDiag.spine_queue_p99_fraction"": 0.37, ""QueueCvDiag.spine_queue_peak_bytes"": 362112, ""QueueDiag.composite_drops"": 0, ""QueueDiag.composite_ecn_marks"": 5667523, ""QueueDiag.composite_trims"": 1560332, ""QueueDiag.lossless_ecn_marks"": 0, ""QueueDiag.lossless_overflows"": 0, ""QueueDiag.lossy_drops"": 0, ""QueueDiag.lossy_ecn_marks"": 0, ""RepsLikeDiag.buffer_occupancy_samples"": 0, ""RepsLikeDiag.cache_hit_ratio"": 0, ""RepsLikeDiag.cached_sends"": 0, ""RepsLikeDiag.clean_ack_cached"": 0, ""RepsLikeDiag.ecn_ack_discarded"": 0, ""RepsLikeDiag.random_sends"": 0, ""RoceDiag.acks"": 33928819, ""RoceDiag.duplicate_acks"": 641662, ""RoceDiag.duplicate_inflate_suppressed"": 0, ""RoceDiag.ecn_echo_acks"": 1940853, ""RoceDiag.feedback_acks"": 0, ""RoceDiag.feedback_messages_total"": 0, ""RoceDiag.feedback_nacks"": 0, ""RoceDiag.feedback_zero_bits"": 0, ""RoceDiag.nacks"": 1993030, ""RoceDiag.nacks_loss"": 0, ""RoceDiag.nacks_ooo"": 725544, ""RoceDiag.nacks_trim"": 1267486, ""RoceDiag.netaware_bitmap_fallbacks"": 0, ""RoceDiag.netaware_ev_skips"": 0, ""RoceDiag.rtos"": 10, ""RoceDiag.stor_selected_avoid"": 0, ""RoceDiag.stor_selected_bad"": 0, ""RoceDiag.stor_selected_degraded"": 0, ""RoceDiag.stor_selected_good"": 0, ""SglbRouteDiag.all_same_quality_calls"": 0, ""SglbRouteDiag.all_zero_quality_calls"": 0, ""SglbRouteDiag.avg_available_choices"": 0, ""SglbRouteDiag.avg_best_quality_choices"": 0, ""SglbRouteDiag.avg_candidate_choices"": 0, ""SglbRouteDiag.avg_distinct_qualities"": 0, ""SglbRouteDiag.avg_score_spread"": 0, ""SglbRouteDiag.observed_avoid"": 0, ""SglbRouteDiag.observed_bad"": 0, ""SglbRouteDiag.observed_degraded"": 0, ""SglbRouteDiag.observed_good"": 0, ""SglbRouteDiag.remote_snapshot_missing"": 0, ""SglbRouteDiag.remote_snapshot_used"": 0, ""SglbRouteDiag.route_calls"": 0, ""SglbRouteDiag.selected_avoid"": 0, ""SglbRouteDiag.selected_bad"": 0, ""SglbRouteDiag.selected_degraded"": 0, ""SglbRouteDiag.selected_good"": 0, ""SglbRouteDiag.selected_nonbest_quality"": 0, ""StorDiag.stor_avoid_entries"": 0, ""StorDiag.stor_avoid_exits"": 0, ""StorDiag.stor_clean_signals"": 0, ""StorDiag.stor_ecn_signals"": 0, ""StorDiag.stor_min_score"": 255, ""StorDiag.stor_trim_signals"": 0}",0,0.0,0.0,0.0,16256,asymmetric_alltoall_background,2468de84ec7697592f61c8cb83f8458eff8d5bd764d3ed0b18c5235ad8542f2f,all_to_all,16256,28667.9,13676.95834165845,26006.030000000006,28667.9,13676.95834165845,0,1,128,13652.400000000001,24283.125,28184.81800000008,26006.030000000006,16,8,1,all_to_all_cct_us,28667.9,0,814.4526237280006,asymmetric_alltoall_background_1024mib_p16,mrc,29,1024,/home/user/workspace/csg-htsim/experiments/n-mrc/output/final_packet_lb_comparison_20260720/raw/asymmetric_alltoall_background_1024mib_p16/mrc/seed_29/stdout.log.gz,alltoall,986054,16ca50149c184c061717ef35c49d342f7853aa7bf53fcfc9392387cdf9e37192,16256,0
