identity,experiment,scenario,family,scheme,seed,traffic,load_pct,parallel,active_evs,degraded,background,nodes,paths,connections,returncode,config_ok,parse_error,valid,runtime_s,traffic_sha256,sim_sha256,command_sha256,fingerprint
active_ev_count:exp3_asymmetric_websearch_40pct_k2:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,mrc,13,websearch,40,0,2,True,False,128,8,14748,0,1,,1,267.84669948300143,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,3e3456e30e5b15ce39396e6212466020f1885f5f87d52eacfd992322d99b40c2,5d53ee7d3d40e54e2c1c864d1164f72e8a0c1d61ec6a09ca1044900312b5c455
active_ev_count:exp3_asymmetric_websearch_40pct_k2:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,mrc,29,websearch,40,0,2,True,False,128,8,14198,0,1,,1,253.80810889699933,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,c91233feafacc90a886663486a018a90586d60de527450970a761be374238035,28c783eb130e773196c76b89976bc75441e44a67206c99547cb5534f93c8ac22
active_ev_count:exp3_asymmetric_websearch_40pct_k2:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,mrc,47,websearch,40,0,2,True,False,128,8,14511,0,1,,1,253.42038237300585,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,c5ea9fa56843cfe2328e37c73581b28b9d306b8757dcf9b3e21448d38b1c859d,9138c4cb52593c146bffd48c0bcf263eef0d22c7b9a6f1081d362056f2a73575
active_ev_count:exp3_asymmetric_websearch_40pct_k2:rr:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,rr,13,websearch,40,0,2,True,False,128,8,14748,0,1,,1,174.6339776609966,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,3b28b3bff8baedbabec5842c69aab7cf108bbc0407e661a5c8935193cfd118d5,e76dc8274b5fbc3a2f007e5d976ce0fb9a22417e440df9642e23e8e173751403
active_ev_count:exp3_asymmetric_websearch_40pct_k2:rr:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,rr,29,websearch,40,0,2,True,False,128,8,14198,0,1,,1,163.2952428589997,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,489ac517b7da778f3cbf34ddf96c6a5311847f208fd476b3f346d78b860ce2e4,3a1b3ae9b80489d40157e8ee9155cac6e8dba27890acee52fa42e39a6c1f223f
active_ev_count:exp3_asymmetric_websearch_40pct_k2:rr:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k2,asymmetric_websearch,rr,47,websearch,40,0,2,True,False,128,8,14511,0,1,,1,186.2955066689974,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,ae72a5807b264e6086c797931730fcc79139f7f5b143b816a2803f32afb29293,d8fd0b2fa7687a888df1a45cba1a8a821c43e76b2ecb866b9ee6a683cc1466b9
active_ev_count:exp3_asymmetric_websearch_40pct_k4:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,mrc,13,websearch,40,0,4,True,False,128,8,14748,0,1,,1,253.32994181800314,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,14ddda763f8fd11d63f341462a93dab0817114f4e20f03fc07da3a55f52159ae,fe3309c4a7c67bffeeeff092e1fbbc2071fdce1ac04af1b98936754984dc041e
active_ev_count:exp3_asymmetric_websearch_40pct_k4:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,mrc,29,websearch,40,0,4,True,False,128,8,14198,0,1,,1,182.02424054699804,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,1f2ce679d95e02eb550f8c8456e0395c638c26a93008e519218c9e7b1fab92f9,dd20dc528d5525e8294b4a233943e29a74d3cf10d200de828715481ec5053150
active_ev_count:exp3_asymmetric_websearch_40pct_k4:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,mrc,47,websearch,40,0,4,True,False,128,8,14511,0,1,,1,177.25346360300318,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,eef4a02113767977299d21024d798335c8d52c85a8de0c44caaa838385af4066,1fcb64440d1f4584a4fb77f0ccfe2b6645483ca30b5d05124afd46acb0345f76
active_ev_count:exp3_asymmetric_websearch_40pct_k4:rr:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,rr,13,websearch,40,0,4,True,False,128,8,14748,0,1,,1,190.30747191700357,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,3ac3cfe84c7c605593a170a4b2fcd92b091a1cb168769dbcc87a41704afde7fc,571adfb847308acb3fdb394b3743fda99b78bd1442f680fd1c8a5b06aa088a63
active_ev_count:exp3_asymmetric_websearch_40pct_k4:rr:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,rr,29,websearch,40,0,4,True,False,128,8,14198,0,1,,1,139.28303051100374,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,8e9b01a33f6e5ed264bf26e01309d7f6e59ad050d5d6ea5864eb441c7acce651,0bfa7de4cc8849f5c3698d78afe4dd22e1a75d8ebec6bcd60a3675579559d848
active_ev_count:exp3_asymmetric_websearch_40pct_k4:rr:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k4,asymmetric_websearch,rr,47,websearch,40,0,4,True,False,128,8,14511,0,1,,1,128.76570619900303,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,75f22312e9718ed71feddbbb268d69139b57464661fcee5f49fcebea72c4c968,95e67442c1157582c6a4b197cc391ef58f18eb231f4f88e0f30edc062df1e69a
active_ev_count:exp3_asymmetric_websearch_40pct_k8:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,mrc,13,websearch,40,0,8,True,False,128,8,14748,0,1,,1,200.82782396699622,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,d527d08e4c53c48cae30a698dafc7ca54aa3ab396393d8a446e88429477ce28f,b74043096d90e4b243a636b08bc635fb0bfa263afc10786e9fbdd6952e413a43
active_ev_count:exp3_asymmetric_websearch_40pct_k8:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,mrc,29,websearch,40,0,8,True,False,128,8,14198,0,1,,1,183.76942356299696,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,6af76a9e331745b8fae7547e62101bca44f226a83f7022acbd22f3dcae90b9df,6b220b94ff9df0c51b2f7036c2f89c97396468414b30e7e507a86434b854fd32
active_ev_count:exp3_asymmetric_websearch_40pct_k8:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,mrc,47,websearch,40,0,8,True,False,128,8,14511,0,1,,1,189.75044866400276,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,c76367aa1316990ff8bcd7debde429daece6a56bf909735825d77ff766ada243,9b4627500ccb5d53786b8ecef3ce485046fda488865034ee20e7ae288191ab76
active_ev_count:exp3_asymmetric_websearch_40pct_k8:rr:seed13,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,rr,13,websearch,40,0,8,True,False,128,8,14748,0,1,,1,140.24710177400266,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,f1866f8faa4b25269b6f61000d68ff2918bfa925c7781f686ad64cc8446862e6,f8ab3800191db9e92665c9f5dbd189d8c43dde5abe50d3afd051ee6f1bc7e4a1
active_ev_count:exp3_asymmetric_websearch_40pct_k8:rr:seed29,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,rr,29,websearch,40,0,8,True,False,128,8,14198,0,1,,1,136.24682882499474,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,225094e258ceb8ddc564226a916c92e768f8135026e4d4086b1e31f0eace3ab4,be3dd37ff34877bd32dce28b6e2e5fbfde22b22e74b3600b6b4e8e7d2c15e070
active_ev_count:exp3_asymmetric_websearch_40pct_k8:rr:seed47,active_ev_count,exp3_asymmetric_websearch_40pct_k8,asymmetric_websearch,rr,47,websearch,40,0,8,True,False,128,8,14511,0,1,,1,132.95629282500158,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,84c7ee99d207280f5eee8bb9d1acb52bee957bc9af4a56954ed39b68d30cc0c0,39f22b0864cf4ba72627b101be04fbe9e65ae9b8f065fa07729020efbd357859
active_ev_count:exp3_asymmetric_websearch_80pct_k2:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,mrc,13,websearch,80,0,2,True,False,128,8,29191,0,1,,1,597.4961136860002,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,eedf14985e8c20e9eb14cec0a10e9f11b95f6c474f57adc4ee6a78c7b897875a,3ba9ec0efa05fb14b25c86a0944267444b53176781b1097a3040e452784748ca
active_ev_count:exp3_asymmetric_websearch_80pct_k2:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,mrc,29,websearch,80,0,2,True,False,128,8,28640,0,1,,1,557.1323667679972,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,138adc66cc0f8dd05ea8951f98c5dc50139e1ffdc53f01436d6e98a3d79dcb3c,0e2011251f33491829d5a34ee3475a3a46564eae234d4a3557bfcec3bb047f80
active_ev_count:exp3_asymmetric_websearch_80pct_k2:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,mrc,47,websearch,80,0,2,True,False,128,8,29117,0,1,,1,539.3058845720007,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,5f0925ed43d6e89ddb26f49cbbb0579538207ac91b6693b66cfc74c8ecc14205,57dbf44e5882c41701054e6308662fd176f32aeaed0d51d500613a10dbe1857c
active_ev_count:exp3_asymmetric_websearch_80pct_k2:rr:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,rr,13,websearch,80,0,2,True,False,128,8,29191,0,1,,1,416.2857221680024,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,9a67f68b8b4971659716fc09e8101be644814414b07e90c6e03b6fb88478622f,d24f3cee0835a022dd41ec4053d42293c283cf7070921b1ba78252ae5f2eab3f
active_ev_count:exp3_asymmetric_websearch_80pct_k2:rr:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,rr,29,websearch,80,0,2,True,False,128,8,28640,0,1,,1,420.21736170099757,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,bb2e7553739134d7dc5e75c7693e9d96b6f5b42c6f578beb69bceac8ead0bdf6,bb4d7905caf5bdb22fc54fa503c662e1fd7251b154df5ca014794ae69468d50a
active_ev_count:exp3_asymmetric_websearch_80pct_k2:rr:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k2,asymmetric_websearch,rr,47,websearch,80,0,2,True,False,128,8,29117,0,1,,1,394.12916823300475,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,81aef4d8ce832c43ff382a13e2d6e756c753ff152dc13bdd7027d5746996d46d,9be58b217d4dbc9e79bc777740141057c91fda17d6d5d27735d8f42919357c27
active_ev_count:exp3_asymmetric_websearch_80pct_k4:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,mrc,13,websearch,80,0,4,True,False,128,8,29191,0,1,,1,569.0178757350004,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,15e0b640a4359cbef538f081087ae1d37420bf2c2406547c0a50e9cdc88821ce,4b2338fa719de6916aea491880b1841356f268d1f23ca40b36ee8d3a5aa0b3bb
active_ev_count:exp3_asymmetric_websearch_80pct_k4:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,mrc,29,websearch,80,0,4,True,False,128,8,28640,0,1,,1,547.9620779810066,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,f9d3d418fa1c32ac8bacd06855e174cafa2869596b8177bbd7a049efb812d44c,a6db0c8c810e85718de2b9596024a381703df24c0f1e517e4e7cf0463104aee2
active_ev_count:exp3_asymmetric_websearch_80pct_k4:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,mrc,47,websearch,80,0,4,True,False,128,8,29117,0,1,,1,537.3162162490044,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,ebc3edc36c0897eeccf606535c1340cef7ee5a07e5f5ae3959e2f1fb00db173f,add8441ce0c04ce3c843cd774cabbe12e7d72dc17d00929c0e9f394068350a27
active_ev_count:exp3_asymmetric_websearch_80pct_k4:rr:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,rr,13,websearch,80,0,4,True,False,128,8,29191,0,1,,1,414.27741728699766,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,136fbaaf94fda17b0da387ab052f3c6cd30cd6c34e781524930363ed82ba5d28,a2041b59e468b3ce2976452d5fd96b5e55523b89cc1bc8127592b109990afc6e
active_ev_count:exp3_asymmetric_websearch_80pct_k4:rr:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,rr,29,websearch,80,0,4,True,False,128,8,28640,0,1,,1,402.11055319400475,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,da4818ae0fd18fe1acb9d112d4bf11d7742bba3aebbb138e7e706340d0a852d9,2a6e07a60fe88f99491c8d087a32b77b2a344c43b66b82b8c27eaaf7633bc8be
active_ev_count:exp3_asymmetric_websearch_80pct_k4:rr:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k4,asymmetric_websearch,rr,47,websearch,80,0,4,True,False,128,8,29117,0,1,,1,391.47048001799703,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,11c2d1775d4e2b0cdea176463a19158c865727405007b7d45b9909d47fe90d7d,bd32e30b5e4ed7967cd6de9e89db300a76f12864f6c6bf6d8154a5f593a70275
active_ev_count:exp3_asymmetric_websearch_80pct_k8:mrc:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,mrc,13,websearch,80,0,8,True,False,128,8,29191,0,1,,1,581.0468133180038,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,a5f46aff6002ec1d9db68066d7551718b442bf1c132538fde8fd1e4bce0a90e2,a03dd20ec1bc33a5bae668796c282df9eb4ac26e121f466cccf5d260b02e871e
active_ev_count:exp3_asymmetric_websearch_80pct_k8:mrc:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,mrc,29,websearch,80,0,8,True,False,128,8,28640,0,1,,1,551.5000834169987,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,33f93cd0a51e1cd71c04d25d6f6277b7057ab8160ea4ba8b79c86e78d0fdba51,eb2e03c818d37bc35c4f1b6e11a0b3fb6e0c4bdeebdb5bd29613afdc4a0b9539
active_ev_count:exp3_asymmetric_websearch_80pct_k8:mrc:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,mrc,47,websearch,80,0,8,True,False,128,8,29117,0,1,,1,527.3073441659944,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,1fb7d05c404ab53f6f74e78ad88d0341fb49e2f70cb21bf313ffa9faa1e862e4,2fa2090c58fdd93f21cd2b7bd64b781dcfea0488c21f07821313e78899b9d309
active_ev_count:exp3_asymmetric_websearch_80pct_k8:rr:seed13,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,rr,13,websearch,80,0,8,True,False,128,8,29191,0,1,,1,426.1974152779949,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,e0214e3f8f09ce7207b16047b49a8257dc541db7fde55842727122e826238798,1709ecd0a31c3f55f8944761b7d7d370cb8cf4ced7323c4e40a6f5a0069c5c02
active_ev_count:exp3_asymmetric_websearch_80pct_k8:rr:seed29,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,rr,29,websearch,80,0,8,True,False,128,8,28640,0,1,,1,411.7454186959949,5a935a2ff8c749623d9636104a3ad440fb71895f25f2bbf4112c51a2cd84228a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,20fc11d848e22065de8ec5d00ea9476100f3c2e59cd0f174a395da147c44f5d2,f1de759d53247730c3030da38b8c792004dbf131204b6a0e7cc4bcf9d3daead1
active_ev_count:exp3_asymmetric_websearch_80pct_k8:rr:seed47,active_ev_count,exp3_asymmetric_websearch_80pct_k8,asymmetric_websearch,rr,47,websearch,80,0,8,True,False,128,8,29117,0,1,,1,400.27448160399945,1fe6ddb58d688341f9c040d00d3e1925526a70a23b438c897191a7cccf76159f,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,06541040e8d691317da86e708c4841b86c326a0ddeb3956c5611fb185d6ad2a6,a18b8fe45c746638960f93bb2baecc5e5f13ae8528b2cfa588dfffbc6328983c
flow_lifetime:exp1_asymmetric_websearch_100pct:mrc:seed13,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,mrc,13,websearch,100,0,0,True,False,128,8,36615,0,1,,1,1167.520579084001,be62c26ee8643b49c0878b3045fbb1e1337c2964d4b336625f4aed1edf629b9d,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,7031c9b1441bd6ef81bf5034c43f3158f8a5a946eab36c94f106fc601f5d71aa,6cc6588962df89bdee0b2aa3aed72bf3edd4e36bde831bf02e0f0d5eac7b6585
flow_lifetime:exp1_asymmetric_websearch_100pct:mrc:seed29,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,mrc,29,websearch,100,0,0,True,False,128,8,35997,0,1,,1,1102.9761752689956,9549bc0e724ce8f51a07b8771183278bca47ba99b6ee1dd6943e67085069ab31,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,fb0632f6a9c2629f9a67d6683d6f0cd6897553bdc59b3dab4ec9f71230978456,38379ed914dcccbbf975687a1916d5136d4362f1ef68b3c2ca90698636681238
flow_lifetime:exp1_asymmetric_websearch_100pct:mrc:seed47,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,mrc,47,websearch,100,0,0,True,False,128,8,36242,0,1,,1,1054.6600828890005,a1074e855c7a2b9e2ec0a6bffc3f1ae1970feb886f04b71ded3637bce1b85e90,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,127fe6077b4251fec7bcaee632f37135ccceba31db93de1963c22c1e88e2fe9c,72af9daba023eeb6e41336f3da6e31bcc41412d6c62b17575855d463f6bd6c89
flow_lifetime:exp1_asymmetric_websearch_100pct:rr:seed13,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,rr,13,websearch,100,0,0,True,False,128,8,36615,0,1,,1,863.5230814150018,be62c26ee8643b49c0878b3045fbb1e1337c2964d4b336625f4aed1edf629b9d,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,5461a52b3489a090484bb802e8052739ebb2072bc6c2c772d45cc910692f8a5f,490ae4838e6acae5330f870dfdadf0f3689550f174e2eddacaf2886d348ac5d8
flow_lifetime:exp1_asymmetric_websearch_100pct:rr:seed29,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,rr,29,websearch,100,0,0,True,False,128,8,35997,0,1,,1,829.1374536050062,9549bc0e724ce8f51a07b8771183278bca47ba99b6ee1dd6943e67085069ab31,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,d0546fe4004eadd6afffce2b394d6a07bc46a450c3fbf2a2c29acc201c29b11c,43e85f9e5a64a35dfca7fd89ea5fc62de1320c67bbb4b0008c5156807a2fd5ab
flow_lifetime:exp1_asymmetric_websearch_100pct:rr:seed47,flow_lifetime,exp1_asymmetric_websearch_100pct,asymmetric,rr,47,websearch,100,0,0,True,False,128,8,36242,0,1,,1,805.4247221710029,a1074e855c7a2b9e2ec0a6bffc3f1ae1970feb886f04b71ded3637bce1b85e90,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,704bcd88c8bb1c6283ac0475d71ba2ba196fbd489d8c77abe83f971b1466a141,18ddf5b76a524dcba1bb4f5edaf84c0db543d9021de7abb1d9ef63742cf8ee3a
flow_lifetime:exp1_asymmetric_websearch_40pct:mrc:seed13,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,mrc,13,websearch,40,0,0,True,False,128,8,14748,0,1,,1,306.3324031319971,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,bb77250e3220e872fb3dc0e26aac81fd416159fdbbafeee58d70929e588c5ca9,4855255e877e99af2b933b6dd370109295579a7248e73df85c9f00ae6db05615
flow_lifetime:exp1_asymmetric_websearch_40pct:mrc:seed29,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,mrc,29,websearch,40,0,0,True,False,128,8,14198,0,1,,1,278.6247305319994,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,35a00acf2c7adea44646a039f85ac9d691a5eb87794bb174cd12a1abbed98b60,e6b419da744bd7199b48e72515e8e0497cf3b52f2976f9d1b2b080976e205153
flow_lifetime:exp1_asymmetric_websearch_40pct:mrc:seed47,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,mrc,47,websearch,40,0,0,True,False,128,8,14511,0,1,,1,268.71029324999836,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,7b03ad1d0e250e459fbbcc5acec0242be1ee5fcb105de0793b0ff7ac94ccd05a,2c7e1a08413f2b00ca83c45fc399a620f9cf6c95dee13551091be06328142e3b
flow_lifetime:exp1_asymmetric_websearch_40pct:rr:seed13,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,rr,13,websearch,40,0,0,True,False,128,8,14748,0,1,,1,226.3222365790025,9b6775fe3d6129ade29794a72fc06ef31133b75b7a6c45d461364c3eacecaeca,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,a87b9703586f8a690c2d43eb5460ca4d8cd1f9b9316dbaf68c9fdb6dad194128,f7b78b957036a41d93d536ee46663daa4f0af36627ced1867d7da120a2cae31c
flow_lifetime:exp1_asymmetric_websearch_40pct:rr:seed29,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,rr,29,websearch,40,0,0,True,False,128,8,14198,0,1,,1,199.27528193699982,5087f83602014cbabc5ac8a7f1ba7ab5dbaa26255c67bdfdb6dc2818389f6899,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,6eda18444507737d0de6693adcc436f10d4cded9583cb95fde2f3c25866b56a4,8b8390826e56ba03f8fd03076afd0b1af2c970a9eb5fc79fd8eac35385e03959
flow_lifetime:exp1_asymmetric_websearch_40pct:rr:seed47,flow_lifetime,exp1_asymmetric_websearch_40pct,asymmetric,rr,47,websearch,40,0,0,True,False,128,8,14511,0,1,,1,206.512410678999,469bb3de688335bd6cf281bca6793febbbfddbdb672477a4587eb04a262464bf,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,36520a7d343b9e9a84f9664a2c87789d604afe67742a6ae849642b5afbbae0d2,54f598890de1b5eb2870f93b6f3a50e77322b81130c0521a0ae5cad155c12064
flow_lifetime:exp1_asymmetric_websearch_60pct:mrc:seed13,flow_lifetime,exp1_asymmetric_websearch_60pct,asymmetric,mrc,13,websearch,60,0,0,True,False,128,8,21984,0,1,,1,587.7011073739995,bb18267fc9c3fc272e6f4676a57035dc01ec621256e2e1ce7edd621f0ffa775a,49442a2573670bb21dd5d782d821b0bbecf09940c1813758f000c79a853964da,793d4cbddcdb39de61070a10fd5586b308eee35184ac2e02c4ac7390f64bd0f0,f0b0d2fdcbeead5d2ba34bda12cf127d7fcfe1ac4e30e290498057f8243ecd58
