scheme,time_us,selected_total,window_selected,cumulative_cv,window_cv,path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7
n-mrc,3335.67,4700000,100000,0.0045463333516492935,0.006122613820910151,594144,588620,587121,586308,586244,585426,586327,585810
n-mrc,3412.06,4800000,100000,0.004477351570217971,0.004285417132555476,606685,601120,599659,598749,598772,598007,598781,598227
n-mrc,3489.06,4900000,100000,0.004419595078517843,0.005863787172126902,619230,613678,612050,611325,611288,610561,611270,610598
n-mrc,3565.78,5000000,100000,0.0043512507443262795,0.0050702268193839216,631753,626217,624525,623849,623821,622974,623666,623195
n-mrc,3641.67,5100000,100000,0.004429800866521193,0.009639917012090923,644528,638694,637015,636368,636195,635361,636228,635611
n-mrc,3719.63,5200000,100000,0.004404096398667654,0.005710061295642981,657108,651187,649604,648908,648616,647749,648777,648051
n-mrc,3797.35,5300000,100000,0.004435499693311891,0.010120158101531815,669794,663701,662054,661466,661256,660071,661088,660570
n-mrc,3874.45,5400000,100000,0.004372935468201365,0.004700297862901882,682313,676220,674530,674008,673873,672525,673506,673025
n-mrc,3952.18,5500000,100000,0.004323489805605369,0.005895896878338358,694837,688720,687208,686499,686332,684966,685988,685450
n-mrc,4029.38,5600000,100000,0.0043412420634031945,0.00807167888360284,707483,701363,699627,698992,698676,697482,698515,697862
n-mrc,4104.77,5700000,100000,0.004319714831621555,0.004401272543253826,720057,713903,712174,711506,711194,709902,710930,710334
n-mrc,4178.95,5800000,100000,0.004239108110713419,0.0037300938325999255,732536,726437,724671,723934,723678,722358,723513,722873
n-mrc,4254.87,5900000,100000,0.004244396261724875,0.008512109021858213,745189,738948,737257,736325,736149,734982,735852,735298
n-mrc,4330.77,6000000,100000,0.004261979300226077,0.007222963380773849,757859,751473,749722,748739,748595,747448,748466,747698
n-mrc,4408.07,6100000,100000,0.004252339293282878,0.004950474724710752,770466,763991,762304,761164,761069,759942,760896,760168
n-mrc,4485.05,6200000,100000,0.004220409949955286,0.007813731502937633,783015,776570,774807,773579,773708,772488,773202,772631
n-mrc,4560.44,6300000,100000,0.004235990107933142,0.008631940685616417,795659,789098,787247,786183,786297,784776,785653,785087
n-mrc,4638.64,6400000,100000,0.004252530726299928,0.007287798021350482,808354,801559,799700,798720,798708,797178,798124,797657
n-mrc,4715.31,6500000,100000,0.004253686340022021,0.006902868968769435,821020,813979,812136,811344,811181,809620,810603,810117
n-mrc,4792.87,6600000,100000,0.004291480401959683,0.009903050035216424,833755,826471,824668,823679,823699,822163,822914,822651
n-mrc,4871.08,6700000,100000,0.004297789824008638,0.007268782566565051,846370,839121,837173,836043,836124,834618,835362,835189
n-mrc,4949.54,6800000,100000,0.0042802044141594005,0.006534829760598206,858952,851658,849662,848652,848597,847132,847836,847511
n-mrc,5029.75,6900000,100000,0.004256979906554142,0.005294827664806476,871504,864251,862229,861076,861044,859604,860244,860048
n-mrc,5109.97,7000000,100000,0.0041454799973179544,0.006880813905345791,883851,876798,874740,873654,873605,872002,872849,872501
n-mrc,5190.79,7100000,100000,0.00406754831998949,0.005606852949739274,896288,889325,887201,886264,886079,884387,885375,885081
n-mrc,5270.93,7200000,100000,0.0040948190315610485,0.009230211265187813,909018,901677,899778,898762,898641,896876,897762,897486
n-mrc,5350.71,7300000,100000,0.00409017874539274,0.006832744690093433,921636,914259,912254,911137,911015,909378,910337,909984
n-mrc,5431.89,7400000,100000,0.004044278448196281,0.006371436258803818,934142,926874,924681,923670,923421,921997,922749,922466
n-mrc,5511.25,7500000,100000,0.004061683889445088,0.0065226988279392445,946826,939380,937130,936199,935849,934511,935147,934958
n-mrc,5590.72,7600000,100000,0.004067898584277484,0.005731457057328441,959434,951974,949646,948729,948261,946945,947638,947373
n-mrc,5670.83,7700000,100000,0.004072804630858219,0.004949343390794379,972066,964495,962161,961225,960771,959411,960041,959830
n-mrc,5752.96,7800000,100000,0.0040277126467789396,0.003898307324980933,984566,977012,974764,973705,973194,971916,972501,972342
n-mrc,5836.87,7900000,100000,0.004036120648920868,0.007149265696559332,997224,989482,987307,986223,985647,984486,984839,984792
n-mrc,5922.41,8000000,100000,0.004012286598686589,0.005855868850990432,1009772,1002053,999749,998725,998148,996843,997313,997397
n-mrc,6012.15,8100000,100000,0.003961210304331365,0.007258870435542984,1022272,1014605,1012130,1011242,1010525,1009289,1009877,1010060
n-mrc,6101.25,8200000,100000,0.003919191359977381,0.0035345155254999237,1034780,1027134,1024620,1023728,1023082,1021836,1022286,1022534
n-mrc,6190.6,8300000,100000,0.0038985411030142314,0.006172973351635336,1047332,1039659,1037200,1036224,1035521,1034417,1034620,1035027
n-mrc,6282.93,8400000,100000,0.003896317582403653,0.005809647149354252,1059963,1052080,1049771,1048743,1048050,1046842,1047106,1047445
n-mrc,6378.95,8500000,100000,0.003878747216862468,0.003537682857464756,1072554,1064530,1062287,1061276,1060502,1059325,1059576,1059950
n-mrc,6489.23,8600000,100000,0.0038319786195406347,0.004529370817232786,1085008,1077145,1074750,1073843,1072948,1071807,1072083,1072416
n-mrc,6648.61,8700000,100000,0.003790681609291423,0.0027141112725899796,1097498,1089684,1087286,1086336,1085415,1084335,1084595,1084851
n-mrc,7026.86,8750832,50832,0.0037704229376172528,0.0013697588279453267,1103853,1096051,1093626,1092700,1091775,1090683,1090947,1091197
