scenario,kind,scheme,variant,cc_mode,trim_mode,primary_metric,primary_us,avg_fct_or_finish_us,p50_fct_or_finish_us,p95_fct_or_finish_us,p99_fct_or_finish_us,p999_fct_or_finish_us,max_fct_or_cct_us,completed,flows,returncode,config_ok,all_flows_completed,runtime_s,stdout,command,acks,nacks,nacks_ooo,nacks_trim,nacks_loss,rtos,ecn_echo_acks,feedback_acks,stor_selected_good,stor_selected_degraded,stor_selected_bad,stor_selected_avoid,duplicate_acks,duplicate_inflate_suppressed,lossless_overflows,lossless_ecn_marks,lossy_drops,lossy_ecn_marks,composite_trims,composite_drops,composite_ecn_marks,samples,sample_zero_bits,feedbacks,packet_feedbacks,time_feedbacks,feedback_packets_sum,feedback_zero_bits,all_good_feedbacks,new_packets,retx_packets,retx_ratio,inflight_final,unique_acks,recovery_inflight_final_bytes,recovery_inflight_max_bytes,stale_attempt_nacks,duplicate_failure_nacks,duplicate_confirmations_suppressed,acked_revival_rejected,attempt_wraps,exact_trim_recoveries,sack_loss_recoveries,route_checks,reroutes,threshold_blocked,fastcnp_generated,fastcnp_arrived,fastcnp_after_done,fastcnp_bytes,fastcnp_arrived_bytes,fastcnp_latency_avg_us,fastcnp_route_missing,fastcnp_unknown_qp,fastcnp_unknown_ev,cooldown_starts,cooling_skips,cooling_recoveries,duplicate_notifications,all_cooling_fallbacks,observed_evs,observed_first_hop_choices,observed_first_hop_alias_ratio,route_calls,avg_available_choices,avg_candidate_choices,avg_best_quality_choices,avg_distinct_qualities,all_same_quality_calls,all_zero_quality_calls,selected_nonbest_quality,avg_score_spread,spine_queue_cv,spine_queue_avg,spine_queue_count,spine_queue_peak_bytes,spine_queue_p95_fraction,spine_queue_p99_fraction,random_sends,cached_sends,cache_hit_ratio,clean_ack_cached,ecn_ack_discarded,buffer_occupancy_samples,seed,traffic_sha256,unique_completed,expected_source_ids,completion_ids_ok,level_transitions,stor_min_score,stor_avoid_entries,stor_avoid_exits,stor_clean_signals,stor_ecn_signals,stor_trim_signals
asymmetric_permutation_16mib,point_to_point,netaware_uniform,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,736.8129900000001,426.77721093750006,358.247,687.3502,736.8129900000001,744.598107,744.758,128,128,0,1,1,5.257993991999683,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/netaware_uniform/seed_29/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/netaware_uniform/seed_29/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed29.cm -nodes 128 -conns 128 -tiers 2 -lb netaware -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 29 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -netaware_level_weights 1 1 1 1 -netaware_weight_adaptation off,524270,559,309,250,0,0,5289,8706,512910,6502,2921,2501,294,0,0,0,0,0,250,0,11767,524275,0,8706,8706,0,521454,1091,6318,524288,546,0.001041412353515625,0,524288,0,4096,0,0,555543,5,0,245,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692815,279.131,128,49984,0,0.02,0,0,0,0,0,0,29,d045bcab79bb8c6b4a01ed294e66d4d10281e44d44aaeba1d186cea1e5caa21f,128,128,1,,255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,netaware_uniform,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,712.1100299999999,439.1033359374999,358.9035,699.2789,712.1100299999999,713.111388,713.182,128,128,0,1,1,5.316642154000874,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/netaware_uniform/seed_47/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/netaware_uniform/seed_47/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed47.cm -nodes 128 -conns 128 -tiers 2 -lb netaware -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 47 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -netaware_level_weights 1 1 1 1 -netaware_weight_adaptation off,524271,661,322,339,0,0,5826,8769,511394,8237,2694,2609,297,0,0,0,0,0,339,0,13069,524273,0,8769,8769,0,521379,1073,6025,524288,646,0.001232147216796875,0,524288,0,4096,0,0,561402,6,0,333,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72908,330.677,128,66624,0,0.03,0,0,0,0,0,0,47,8558dad7ebf29316f6b9bd0ca4559d451e7b7196ef51ac64bd013bc7fee7ce60,128,128,1,,255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_default,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,441.08277000000004,371.06630468749984,360.0575,420.6409,441.08277000000004,446.474139,447.013,128,128,0,1,1,16.166550677999112,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_13/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_13/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed13.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 13 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy better_ge3 -nmrc_fastcnp on,524284,11,5,6,0,0,6535,0,0,0,0,0,3,0,0,0,0,0,6,0,12835,0,0,0,0,0,0,0,0,524288,11,2.09808349609375e-05,0,524288,0,4096,0,0,524677,0,0,6,5,483339,17462,2907,17462,17462,0,1117568,1117568,1.0277,0,0,0,12995,16866,12854,4473,0,944,944,0,0,0,0,0,0,0,0,0,0,1.15183,597.025,128,253760,0,0.03,0,0,0,0,0,0,13,1d32164f81bc51706685126f9d1cc694093e1e6c821cd1d47385414384b288d6,128,128,1,"0,0,0,0/10693,0,0,0/2480,461,0,0/2964,625,239,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_default,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,383.48285,360.16460156249997,356.57349999999997,380.7355,383.48285,383.810333,383.813,128,128,0,1,1,8.74313708400041,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_29/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_29/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed29.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 29 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy better_ge3 -nmrc_fastcnp on,524287,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,2763,0,0,0,0,0,0,0,0,524288,0,0.0,0,524288,0,0,0,0,524287,0,0,0,0,487424,5432,0,5432,5432,0,347648,347648,1.02846,0,0,0,4377,4654,4328,1055,0,952,952,0,0,0,0,0,0,0,0,0,0,0.863829,392.051,128,74880,0,0.03,0,0,0,0,0,0,29,d045bcab79bb8c6b4a01ed294e66d4d10281e44d44aaeba1d186cea1e5caa21f,128,128,1,"0,0,0,0/5432,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_default,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,383.65291,361.472984375,356.3725,382.0233,383.65291,388.365058,389.044,128,128,0,1,1,8.55288726299841,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_47/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_default/seed_47/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed47.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 47 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy better_ge3 -nmrc_fastcnp on,524286,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,524288,0,0.0,0,524288,0,0,0,0,524286,0,0,0,0,507904,6157,0,6157,6157,0,394048,394048,1.02701,0,0,0,4923,5218,4875,1234,0,992,992,0,0,0,0,0,0,0,0,0,0,0.641504,398.904,128,54208,0,0.03,0,0,0,0,0,0,47,8558dad7ebf29316f6b9bd0ca4559d451e7b7196ef51ac64bd013bc7fee7ce60,128,128,1,"0,0,0,0/6157,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_never,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,698.17939,422.7961406250001,355.709,681.81675,698.17939,708.4257910000001,709.844,128,128,0,1,1,5.053993694000383,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_13/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_13/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed13.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 13 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy never -nmrc_fastcnp on,524277,499,345,154,0,0,5289,0,0,0,0,0,336,0,0,0,0,0,154,0,11923,0,0,0,0,0,0,0,0,524288,490,0.000934600830078125,0,524288,0,4096,0,0,552201,1,0,153,345,483818,0,12493,0,0,0,0,0,0,0,0,0,136,152,136,17,0,944,944,0,0,0,0,0,0,0,0,0,0,0.542292,194.136,128,20864,0,0.02,0,0,0,0,0,0,13,1d32164f81bc51706685126f9d1cc694093e1e6c821cd1d47385414384b288d6,128,128,1,"0,0,0,0/0,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_never,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,706.1111000000001,423.6976328124999,355.791,684.9990499999999,706.1111000000001,713.24648,714.105,128,128,0,1,1,5.517298225999184,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_29/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_29/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed29.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 29 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy never -nmrc_fastcnp on,524276,498,336,162,0,0,5224,0,0,0,0,0,327,0,0,0,0,0,162,0,11977,0,0,0,0,0,0,0,0,524288,490,0.000934600830078125,0,524288,0,4096,0,0,552202,0,0,162,336,487914,0,12354,0,0,0,0,0,0,0,0,0,138,160,138,24,0,952,952,0,0,0,0,0,0,0,0,0,0,0.600238,193.434,128,25088,0,0.02,0,0,0,0,0,0,29,d045bcab79bb8c6b4a01ed294e66d4d10281e44d44aaeba1d186cea1e5caa21f,128,128,1,"0,0,0,0/0,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_never,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,703.5369,436.84333593749994,355.84749999999997,693.79965,703.5369,704.6529540000001,704.767,128,128,0,1,1,5.235891055999673,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_47/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_never/seed_47/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed47.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 47 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy never -nmrc_fastcnp on,524276,593,378,215,0,0,5982,0,0,0,0,0,366,0,0,0,0,0,215,0,13523,0,0,0,0,0,0,0,0,524288,581,0.0011081695556640625,0,524288,0,4096,0,0,557630,3,0,212,378,508485,0,13878,0,0,0,0,0,0,0,0,0,177,205,177,35,0,992,992,0,0,0,0,0,0,0,0,0,0,0.890253,253.869,128,58304,0,0.02,0,0,0,0,0,0,47,8558dad7ebf29316f6b9bd0ca4559d451e7b7196ef51ac64bd013bc7fee7ce60,128,128,1,"0,0,0,0/0,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_any,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,438.94006,374.41353125000006,360.5695,424.5062,438.94006,440.970541,441.214,128,128,0,1,1,19.493705697999758,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_13/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_13/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed13.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 13 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy any_better -nmrc_fastcnp on,524282,162,32,130,0,0,7421,0,0,0,0,0,28,0,0,0,0,0,130,0,14399,0,0,0,0,0,0,0,0,524288,158,0.000301361083984375,0,524288,0,4096,1,0,528610,0,0,129,32,483486,22252,0,22252,22252,0,1424128,1424128,1.02787,0,0,0,15715,23062,15602,6666,8,944,944,0,0,0,0,0,0,0,0,0,0,1.1217,583.838,128,224640,0,0.03,0,0,0,0,0,0,13,1d32164f81bc51706685126f9d1cc694093e1e6c821cd1d47385414384b288d6,128,128,1,"0,0,0,0/13374,0,0,0/2610,783,0,0/4141,1076,268,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_any,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,383.48285,360.16460156249997,356.57349999999997,380.7355,383.48285,383.810333,383.813,128,128,0,1,1,8.895635908000258,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_29/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_29/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed29.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 29 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy any_better -nmrc_fastcnp on,524287,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,2763,0,0,0,0,0,0,0,0,524288,0,0.0,0,524288,0,0,0,0,524287,0,0,0,0,487424,5432,0,5432,5432,0,347648,347648,1.02846,0,0,0,4377,4654,4328,1055,0,952,952,0,0,0,0,0,0,0,0,0,0,0.863829,392.051,128,74880,0,0.03,0,0,0,0,0,0,29,d045bcab79bb8c6b4a01ed294e66d4d10281e44d44aaeba1d186cea1e5caa21f,128,128,1,"0,0,0,0/5432,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
asymmetric_permutation_16mib,point_to_point,nmrc_any,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,383.65291,361.472984375,356.3725,382.0233,383.65291,388.365058,389.044,128,128,0,1,1,8.657420215000457,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_47/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/asymmetric_permutation_16mib/nmrc_any/seed_47/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/asymmetric_permutation_16mib_seed47.cm -nodes 128 -conns 128 -tiers 2 -lb n-mrc -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 10000 -paths 8 -seed 47 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -slow_tor_uplinks 4 -slow_tor_uplink_divisor 2 -slow_tor_uplink_select random-sparse -nmrc_ev_mode encoded -nmrc_reroute_policy any_better -nmrc_fastcnp on,524286,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,524288,0,0.0,0,524288,0,0,0,0,524286,0,0,0,0,507904,6157,0,6157,6157,0,394048,394048,1.02701,0,0,0,4923,5218,4875,1234,0,992,992,0,0,0,0,0,0,0,0,0,0,0.641504,398.904,128,54208,0,0.03,0,0,0,0,0,0,47,8558dad7ebf29316f6b9bd0ca4559d451e7b7196ef51ac64bd013bc7fee7ce60,128,128,1,"0,0,0,0/6157,0,0,0/0,0,0,0/0,0,0,0",255,0,0,0,0,0
standard_websearch_proxy_80pct,point_to_point,netaware_default,mrc_exact_bounded,dcqcn_variant,exact,p99_fct_us,4252.478708968637,259.88066229335766,34.023138518713495,1226.2837161069765,4252.478708968637,8270.862425132202,12106.656558562388,29191,29191,0,1,1,270.55247762699946,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/standard_websearch_proxy_80pct/netaware_default/seed_13/stdout.log,/home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/sim/datacenter/htsim_roce -o /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/raw/standard_websearch_proxy_80pct/netaware_default/seed_13/logout.dat -tm /home/user/workspace/csg-htsim/.worktrees/four-scheme-comparison/experiments/n-mrc/output/four_scheme_causal_ablation_20260725/traffic/standard_websearch_proxy_80pct_seed13.cm -nodes 128 -conns 29191 -tiers 2 -lb netaware -linkspeed 400000 -queue_type composite_ecn_lb -host_queue_type prio -mtu 4096 -end 40000 -paths 8 -seed 13 -cc dcqcn_variant -roce_rx_mode sp -roce_sack_bitmap_bits 64 -roce_transport_semantics mrc_exact_bounded -roce_trim_recovery exact -hop_latency 0.5 -switch_latency 0.5 -queue_cv_sample_us 100 -netaware_weight_adaptation good_share_cap,12651927,647079,132210,514869,0,114,39302,463827,13107377,58239,8059,4274,106399,0,0,0,0,0,515108,0,76150,12661075,0,464761,464761,0,12658161,6713,453298,12547604,630345,0.05023628415432938,0,12547604,0,4096,1659,8047,20178428,5104,0,508038,124231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332041,2715.74,128,345280,0.04,0.11,0,0,0,0,0,0,13,008da4ad9615dce108cb046b2ccd82a5a1fad0be6f1ecb7a6c61e55710bd6903,29191,29191,1,,255,0,0,0,0,0
