route_calls,all_same_quality_calls,all_zero_quality_calls,remote_snapshot_used,remote_snapshot_missing,avg_candidate_choices,avg_distinct_qualities,all_zero_fraction,all_same_fraction,seed
128122,25334,25334,185355,2637,5.58147,1.83328,0.19773341034326658,0.19773341034326658,13
128292,21849,21849,185629,2723,5.47156,1.84997,0.17030680011224394,0.17030680011224394,29
129400,22775,22775,185480,2824,5.4892,1.8507,0.1760046367851623,0.1760046367851623,47
