scenario,flow_packets,bdp_packets,flow_bdp,post_bdp_packets,mrc_vs_ops_pct,mrc_vs_reps_pct,reps_cache_hit_pct,mrc_path_cv,ops_path_cv,mrc_ops_path_cv_ratio,mrc_mean_trims,ops_mean_trims,mrc_ops_trim_delta_pct,mrc_mean_selected,ops_mean_selected,mrc_ops_selected_delta_pct,mrc_mean_forced_cooling
asymmetric_alltoall_background_64mib_p4,128,86,1.488372093,42,16.31615294,27.75440813,37.4386,0.01476887018,0.001594810155,9.260581983,358674,309495.6667,15.88982937,2436475,2384074,2.197960298,39079.33333
